# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
CADBPJ010000126.1	cds	1568	2119	+	BBJOLO_00937	251.0	2.0e-84	0.984	0.978	0.683	UniRef:UniRef50_A0AAE3DZF0
CADBPJ010000126.1	cds	2122	2601	+	BBJOLO_00938	184.0	3.5e-58	0.981	0.834	0.596	UniRef:UniRef50_Q895N8
CADBPJ010000126.1	cds	2654	3097	+	BBJOLO_00939	137.0	2.8e-40	1.0	0.936	0.578	UniRef:UniRef50_A0A373Q8K0
CADBPJ010000126.1	cds	3184	4854	+	BBJOLO_00940	724.0	1.1e-257	0.998	0.850	0.645	UniRef:UniRef50_Q5XZD9
CADBPJ010000126.1	cds	4854	5291	+	BBJOLO_00941	150.0	1.7e-45	0.924	0.807	0.552	UniRef:UniRef50_A0A174ZGW8
CADBPJ010000126.1	cds	5299	5985	+	BBJOLO_00942	-	-	-	-	-	-
CADBPJ010000126.1	cds	5982	6419	+	BBJOLO_00943	197.0	5.6e-64	0.986	0.841	0.664	UniRef:UniRef50_A0A971WV42
CADBPJ010000127.1	cds	1091	1519	+	BBJOLO_00944	-	-	-	-	-	-
CADBPJ010000127.1	cds	2347	2940	-	BBJOLO_00945	-	-	-	-	-	-
CADBPJ010000128.1	cds	50	1363	-	BBJOLO_00946	-	-	-	-	-	-
CADBPJ010000128.1	cds	1547	1729	+	BBJOLO_00947	-	-	-	-	-	-
CADBPJ010000128.1	cds	1829	2476	+	BBJOLO_00948	-	-	-	-	-	-
CADBPJ010000128.1	cds	2502	4031	-	BBJOLO_00949	-	-	-	-	-	-
CADBPJ010000128.1	cds	4240	4428	-	BBJOLO_00950	-	-	-	-	-	-
CADBPJ010000128.1	cds	4447	5112	-	BBJOLO_00951	-	-	-	-	-	-
CADBPJ010000128.1	cds	5840	6130	+	BBJOLO_00953	-	-	-	-	-	-
CADBPJ010000128.1	cds	6120	6461	+	BBJOLO_00954	123.0	9.7e-36	0.991	0.875	0.563	UniRef:UniRef50_C8WN94
CADBPJ010000128.1	cds	6608	7519	-	BBJOLO_00955	361.0	6.4e-124	0.990	0.974	0.623	UniRef:UniRef50_A0A1C6GTM0
CADBPJ010000128.1	cds	7534	9183	-	BBJOLO_00956	-	-	-	-	-	-
CADBPJ010000129.1	cds	112	258	+	BBJOLO_00957	-	-	-	-	-	-
CADBPJ010000129.1	cds	273	1808	+	BBJOLO_00958	679.0	7.7e-243	0.998	0.994	0.661	UniRef:UniRef50_A0A3P2AFT1
CADBPJ010000129.1	cds	1823	3430	+	BBJOLO_00959	701.0	9.9e-250	0.994	0.900	0.632	UniRef:UniRef50_Q5SIA8
CADBPJ010000129.1	cds	3432	4871	+	BBJOLO_00960	646.0	2.6e-230	1.0	0.936	0.658	UniRef:UniRef50_A0A3A8YQC5
CADBPJ010000129.1	cds	4873	5970	+	BBJOLO_00961	468.0	1.4e-163	1.068	1.0	0.618	UniRef:UniRef50_A0A3C0VU94
CADBPJ010000129.1	cds	5963	9142	+	BBJOLO_00962	1565.0	0.0	1.133	0.999	0.683	UniRef:UniRef50_B1YIR9
CADBPJ010000129.1	cds	9171	9962	+	BBJOLO_00963	369.0	6.1e-128	1.103	0.976	0.634	UniRef:UniRef50_F7UV93
CADBPJ010000129.1	cds	9959	11146	+	BBJOLO_00964	491.0	2.2e-171	1.028	0.914	0.567	UniRef:UniRef50_A0A1C5V261
CADBPJ010000129.1	cds	11596	12579	+	BBJOLO_00965	-	-	-	-	-	-
CADBPJ010000129.1	cds	12595	13413	+	BBJOLO_00966	329.0	3.7e-112	0.996	0.985	0.616	UniRef:UniRef50_A0A4P6LT54
CADBPJ010000130.1	cds	3579	4817	+	BBJOLO_00967	-	-	-	-	-	-
CADBPJ010000130.1	cds	4823	5626	+	BBJOLO_00968	302.0	4.3e-101	1.139	0.977	0.510	UniRef:UniRef50_Q05621
CADBPJ010000130.1	cds	5675	6139	+	BBJOLO_00969	-	-	-	-	-	-
CADBPJ010000130.1	cds	6411	7550	-	BBJOLO_00970	437.0	5.1e-151	0.963	0.863	0.622	UniRef:UniRef50_A0A7X8X0G5
CADBPJ010000130.1	cds	7762	8508	-	BBJOLO_00971	-	-	-	-	-	-
CADBPJ010000130.1	cds	8533	8874	-	BBJOLO_00972	155.0	2.5e-48	0.920	0.867	0.683	UniRef:UniRef50_I1XFI9
CADBPJ010000130.1	cds	8887	10911	-	BBJOLO_00973	-	-	-	-	-	-
CADBPJ010000131.1	cds	204	1184	-	BBJOLO_00974	-	-	-	-	-	-
CADBPJ010000131.1	cds	1250	1825	-	BBJOLO_00975	197.0	1.5e-62	0.995	0.974	0.537	UniRef:UniRef50_A0AAE3DZ73
CADBPJ010000131.1	cds	1882	3027	-	BBJOLO_00976	402.0	5.7e-137	1.123	1.0	0.521	UniRef:UniRef50_A0A1M4PPA5
CADBPJ010000132.1	cds	1122	1433	-	BBJOLO_00977	-	-	-	-	-	-
CADBPJ010000132.1	cds	1881	4451	-	BBJOLO_00978	1317.0	0.0	1.0	0.918	0.714	UniRef:UniRef50_A0A1C5WB67
CADBPJ010000132.1	cds	4465	5721	-	BBJOLO_00979	-	-	-	-	-	-
CADBPJ010000133.1	cds	415	618	+	BBJOLO_00980	-	-	-	-	-	-
CADBPJ010000133.1	cds	1271	1555	+	BBJOLO_00981	95.1	3.4e-25	0.936	0.898	0.545	UniRef:UniRef50_A0A7U9X998
CADBPJ010000133.1	cds	1850	3214	+	BBJOLO_00982	533.0	2.4e-185	1.051	0.866	0.618	UniRef:UniRef50_A0A355V2R8
CADBPJ010000133.1	cds	3226	3855	+	BBJOLO_00983	279.0	7.7e-94	0.986	0.827	0.636	UniRef:UniRef50_P70881
CADBPJ010000133.1	cds	3910	5535	-	BBJOLO_00984	697.0	2.9e-248	0.993	0.909	0.691	UniRef:UniRef50_Q9KKF0
CADBPJ010000134.1	cds	341	859	-	BBJOLO_00985	223.0	1.4e-73	0.971	0.928	0.605	UniRef:UniRef50_A0A662ZD91
CADBPJ010000134.1	cds	869	2431	-	BBJOLO_00986	621.0	2.1e-219	0.992	0.963	0.591	UniRef:UniRef50_D1PP40
CADBPJ010000134.1	cds	2428	3174	-	BBJOLO_00987	297.0	3.6e-100	0.988	0.942	0.592	UniRef:UniRef50_F7JNQ0
CADBPJ010000134.1	cds	3246	5513	-	BBJOLO_00988	-	-	-	-	-	-
CADBPJ010000134.1	cds	5550	6386	-	BBJOLO_00989	-	-	-	-	-	-
CADBPJ010000134.1	cds	6398	7684	-	BBJOLO_00990	474.0	2.5e-164	0.984	0.948	0.558	UniRef:UniRef50_A0A0M6WVX6
CADBPJ010000134.1	cds	7700	8542	-	BBJOLO_00991	318.0	3.2e-107	1.004	0.927	0.548	UniRef:UniRef50_A0A4R6QAQ8
CADBPJ010000134.1	cds	8546	9019	-	BBJOLO_00992	-	-	-	-	-	-
CADBPJ010000135.1	cds	1308	1961	-	BBJOLO_00993	-	-	-	-	-	-
CADBPJ010000135.1	cds	2030	2413	-	BBJOLO_00994	-	-	-	-	-	-
CADBPJ010000136.1	cds	115	549	+	BBJOLO_00995	-	-	-	-	-	-
CADBPJ010000136.1	cds	726	986	-	BBJOLO_00996	85.1	1.7e-21	1.012	0.989	0.506	UniRef:UniRef50_A0A371AYQ1
CADBPJ010000136.1	cds	1152	1691	-	BBJOLO_00997	243.0	2.2e-81	1.0	1.0	0.693	UniRef:UniRef50_A0A373QFK1
CADBPJ010000136.1	cds	2021	2509	+	BBJOLO_00998	191.0	7.7e-61	0.988	0.800	0.556	UniRef:UniRef50_Q8EPF5
CADBPJ010000136.1	cds	2535	2738	+	BBJOLO_00999	66.2	1.4e-14	0.896	0.896	0.583	UniRef:UniRef50_Q1ITT1
CADBPJ010000136.1	cds	2762	3121	+	BBJOLO_01000	133.0	1.9e-39	0.975	0.835	0.586	UniRef:UniRef50_P57228
CADBPJ010000136.1	cds	3344	3652	-	BBJOLO_01001	-	-	-	-	-	-
CADBPJ010000136.1	cds	3727	5433	-	BBJOLO_01002	588.0	6.6e-205	1.019	0.980	0.513	UniRef:UniRef50_A0A949BK20
CADBPJ010000136.1	cds	5552	6424	-	BBJOLO_01003	338.0	9.0e-115	0.976	0.871	0.583	UniRef:UniRef50_B9MR75
CADBPJ010000136.1	cds	6446	7483	-	BBJOLO_01004	395.0	2.0e-135	1.081	0.966	0.539	UniRef:UniRef50_A3DGK5
CADBPJ010000136.1	cds	7502	9025	-	BBJOLO_01005	593.0	3.0e-208	1.063	0.991	0.557	UniRef:UniRef50_N9XVV9
CADBPJ010000136.1	cds	9110	10411	-	BBJOLO_01006	475.0	1.0e-164	0.986	0.986	0.532	UniRef:UniRef50_E4Q545
CADBPJ010000136.1	cds	10436	11410	-	BBJOLO_01007	418.0	1.5e-145	0.948	0.900	0.691	UniRef:UniRef50_A0A1V5K8M0
CADBPJ010000137.1	cds	41	1060	+	BBJOLO_01008	311.0	8.6e-103	0.962	0.862	0.525	UniRef:UniRef50_A0A537J5W0
CADBPJ010000137.1	cds	1060	1704	+	BBJOLO_01009	216.0	1.6e-69	0.939	0.901	0.552	UniRef:UniRef50_A0A1V5XKB7
CADBPJ010000137.1	cds	1708	2025	+	BBJOLO_01010	132.0	2.2e-39	0.981	0.811	0.534	UniRef:UniRef50_A0A6N8I3Y6
CADBPJ010000137.1	cds	2336	3532	+	BBJOLO_01011	420.0	3.5e-144	1.0	0.988	0.538	UniRef:UniRef50_Q9X2A5
CADBPJ010000137.1	cds	3533	4450	+	BBJOLO_01012	349.0	3.8e-118	0.993	0.823	0.568	UniRef:UniRef50_Q9ZB62
CADBPJ010000137.1	cds	4450	4929	+	BBJOLO_01013	158.0	3.8e-48	0.962	0.864	0.529	UniRef:UniRef50_A0A401UN00
CADBPJ010000138.1	cds	14	427	+	BBJOLO_01014	-	-	-	-	-	-
CADBPJ010000138.1	cds	448	1044	+	BBJOLO_01015	239.0	1.3e-78	0.985	0.878	0.610	UniRef:UniRef50_A0A1E3A6R7
CADBPJ010000138.1	cds	1071	2480	+	BBJOLO_01016	659.0	2.0e-235	1.009	0.898	0.645	UniRef:UniRef50_A0A174NVQ0
CADBPJ010000139.1	tRNA	92	168	-	BBJOLO_01017	83.5	-	-	-	-	-
CADBPJ010000139.1	cds	216	1364	-	BBJOLO_01018	626.0	1.1e-225	1.042	1.0	0.857	UniRef:UniRef50_A0A562J0X6
CADBPJ010000139.1	cds	1900	2871	-	BBJOLO_01019	-	-	-	-	-	-
CADBPJ010000139.1	cds	2884	4065	-	BBJOLO_01020	399.0	6.7e-135	0.995	0.823	0.527	UniRef:UniRef50_Q67Q46
CADBPJ010000140.1	cds	9	1256	+	BBJOLO_01021	-	-	-	-	-	-
CADBPJ010000140.1	cds	1253	1657	+	BBJOLO_01022	-	-	-	-	-	-
CADBPJ010000141.1	cds	375	1289	+	BBJOLO_01023	-	-	-	-	-	-
CADBPJ010000141.1	cds	1604	2230	-	BBJOLO_01024	234.0	2.3e-76	0.966	0.838	0.547	UniRef:UniRef50_R5KUQ9
CADBPJ010000142.1	cds	4	486	+	BBJOLO_01025	-	-	-	-	-	-
CADBPJ010000142.1	cds	483	1343	+	BBJOLO_01026	-	-	-	-	-	-
CADBPJ010000142.1	cds	1386	2474	+	BBJOLO_01027	-	-	-	-	-	-
CADBPJ010000143.1	cds	218	847	-	BBJOLO_01028	209.0	1.1e-66	1.062	0.982	0.518	UniRef:UniRef50_A3DDH9
CADBPJ010000143.1	cds	1191	1493	+	BBJOLO_01029	-	-	-	-	-	-
CADBPJ010000143.1	cds	1511	1990	+	BBJOLO_01030	-	-	-	-	-	-
CADBPJ010000143.1	cds	2029	2274	+	BBJOLO_01031	100.0	1.1e-27	1.148	0.939	0.602	UniRef:UniRef50_A0A084JD97
CADBPJ010000143.1	cds	2391	2918	-	BBJOLO_01032	-	-	-	-	-	-
CADBPJ010000143.1	cds	3040	3732	-	BBJOLO_01033	271.0	3.1e-90	1.0	0.871	0.596	UniRef:UniRef50_P75289
CADBPJ010000143.1	cds	3928	4641	+	BBJOLO_01034	-	-	-	-	-	-
CADBPJ010000143.1	cds	4843	5496	+	BBJOLO_01035	-	-	-	-	-	-
CADBPJ010000143.1	cds	5511	6815	+	BBJOLO_01036	561.0	3.0e-198	0.977	0.936	0.670	UniRef:UniRef50_A0A9D1MA53
CADBPJ010000144.1	ncRNA-region	1	133	+	-	67.1	8.5e-10	-	-	-	RFAM:RF00168
CADBPJ010000144.1	cds	207	1313	+	BBJOLO_01037	389.0	3.0e-132	0.992	0.863	0.567	UniRef:UniRef50_A0A7X6CTK8
CADBPJ010000144.1	cds	1522	2406	+	BBJOLO_01038	333.0	1.9e-112	1.003	0.883	0.586	UniRef:UniRef50_Q891S3
CADBPJ010000144.1	cds	2429	3190	+	BBJOLO_01039	281.0	4.7e-94	1.0	0.984	0.565	UniRef:UniRef50_A0A1S1V6G0
CADBPJ010000144.1	cds	3620	4102	+	BBJOLO_01040	176.0	2.6e-55	0.994	0.975	0.547	UniRef:UniRef50_A0A928RAS5
CADBPJ010000144.1	cds	4099	5271	+	BBJOLO_01041	496.0	2.0e-174	0.990	0.967	0.617	UniRef:UniRef50_D9TSB1
CADBPJ010000145.1	cds	5	1180	+	BBJOLO_01042	409.0	2.3e-140	0.936	1.011	0.560	UniRef:UniRef50_A0A351F8X7
CADBPJ010000145.1	cds	1216	1752	-	BBJOLO_01043	-	-	-	-	-	-
CADBPJ010000145.1	cds	1818	2759	+	BBJOLO_01044	-	-	-	-	-	-
CADBPJ010000145.1	cds	2791	5016	+	BBJOLO_01045	840.0	1.6e-297	0.985	0.883	0.551	UniRef:UniRef50_A0A416CIT4
CADBPJ010000145.1	cds	5222	5683	-	BBJOLO_01046	155.0	7.6e-47	0.974	0.828	0.503	UniRef:UniRef50_R9KEK4
CADBPJ010000145.1	cds	5785	6258	-	BBJOLO_01047	190.0	1.2e-60	0.968	0.813	0.645	UniRef:UniRef50_Q81XA8
CADBPJ010000145.1	cds	6430	7782	+	BBJOLO_01048	611.0	1.9e-217	1.0	0.936	0.664	UniRef:UniRef50_Q5WDX0
CADBPJ010000145.1	cds	7853	8266	+	BBJOLO_01049	185.0	1.1e-59	1.0	0.993	0.686	UniRef:UniRef50_A0A9D1SF19
CADBPJ010000145.1	cds	8414	9916	+	BBJOLO_01050	578.0	2.4e-202	0.994	0.886	0.590	UniRef:UniRef50_A0A402BX18
CADBPJ010000145.1	cds	9931	11214	+	BBJOLO_01051	434.0	1.4e-148	1.009	0.947	0.529	UniRef:UniRef50_R9M2S8
CADBPJ010000145.1	cds	11246	11923	-	BBJOLO_01052	309.0	9.0e-106	0.996	0.991	0.674	UniRef:UniRef50_A0A1C6EQW1
CADBPJ010000145.1	cds	11923	13542	-	BBJOLO_01053	-	-	-	-	-	-
CADBPJ010000145.1	cds	13734	14048	+	BBJOLO_01054	-	-	-	-	-	-
CADBPJ010000145.1	cds	14045	14614	+	BBJOLO_01055	-	-	-	-	-	-
CADBPJ010000145.1	cds	14652	15428	+	BBJOLO_01056	-	-	-	-	-	-
CADBPJ010000145.1	cds	15453	16505	+	BBJOLO_01057	-	-	-	-	-	-
CADBPJ010000145.1	cds	16616	17899	+	BBJOLO_01058	564.0	1.3e-199	0.991	0.918	0.622	UniRef:UniRef50_N2AH18
CADBPJ010000145.1	cds	17974	18552	+	BBJOLO_01059	-	-	-	-	-	-
CADBPJ010000145.1	cds	18683	19567	+	BBJOLO_01060	373.0	7.7e-129	1.0	1.0	0.626	UniRef:UniRef50_A0A373QBM2
CADBPJ010000145.1	cds	19635	20768	+	BBJOLO_01061	346.0	2.5e-115	0.923	0.868	0.509	UniRef:UniRef50_A0A1Q6Q9M9
CADBPJ010000145.1	cds	20850	21668	+	BBJOLO_01062	411.0	1.0e-144	1.0	0.993	0.754	UniRef:UniRef50_A0A373QBP2
CADBPJ010000145.1	cds	21760	23433	+	BBJOLO_01063	678.0	1.7e-240	1.005	0.956	0.625	UniRef:UniRef50_A0A3C0NZL8
CADBPJ010000146.1	cds	1045	2220	-	BBJOLO_01064	-	-	-	-	-	-
CADBPJ010000146.1	cds	2236	3369	-	BBJOLO_01065	-	-	-	-	-	-
CADBPJ010000146.1	cds	3395	4471	-	BBJOLO_01066	-	-	-	-	-	-
CADBPJ010000146.1	cds	4486	5472	-	BBJOLO_01067	371.0	2.2e-126	1.009	0.892	0.547	UniRef:UniRef50_A0A1C7GLQ3
CADBPJ010000147.1	cds	637	1047	-	BBJOLO_01068	-	-	-	-	-	-
CADBPJ010000147.1	cds	1120	2262	-	BBJOLO_01069	352.0	7.1e-118	0.976	0.954	0.501	UniRef:UniRef50_A0A353EYJ9
CADBPJ010000147.1	cds	2264	4483	-	BBJOLO_01070	-	-	-	-	-	-
CADBPJ010000147.1	cds	4517	5020	-	BBJOLO_01071	-	-	-	-	-	-
CADBPJ010000147.1	cds	5017	5871	-	BBJOLO_01072	350.0	4.4e-120	0.996	0.973	0.611	UniRef:UniRef50_A0A9D1MDQ1
CADBPJ010000147.1	cds	5883	6554	-	BBJOLO_01073	-	-	-	-	-	-
CADBPJ010000147.1	cds	6682	7746	+	BBJOLO_01074	-	-	-	-	-	-
CADBPJ010000147.1	cds	7736	8602	-	BBJOLO_01075	-	-	-	-	-	-
CADBPJ010000147.1	cds	8716	9993	-	BBJOLO_01076	480.0	1.3e-166	0.995	0.926	0.572	UniRef:UniRef50_A0A1F8V200
CADBPJ010000147.1	cds	9993	10811	-	BBJOLO_01077	-	-	-	-	-	-
CADBPJ010000147.1	cds	10877	11044	-	BBJOLO_01078	-	-	-	-	-	-
CADBPJ010000147.1	cds	11077	11874	-	BBJOLO_01079	273.0	2.2e-89	1.125	0.882	0.523	UniRef:UniRef50_Q03ZT9
CADBPJ010000147.1	cds	11874	12500	-	BBJOLO_01080	-	-	-	-	-	-
CADBPJ010000147.1	cds	12515	13129	-	BBJOLO_01081	-	-	-	-	-	-
CADBPJ010000147.1	cds	13083	13682	-	BBJOLO_01082	-	-	-	-	-	-
CADBPJ010000147.1	cds	13684	14358	-	BBJOLO_01083	287.0	7.1e-97	0.982	0.870	0.577	UniRef:UniRef50_Q8R634
CADBPJ010000148.1	cds	167	1738	+	BBJOLO_01084	-	-	-	-	-	-
CADBPJ010000148.1	cds	1814	5317	+	BBJOLO_01085	-	-	-	-	-	-
CADBPJ010000148.1	cds	5436	6851	+	BBJOLO_01086	-	-	-	-	-	-
CADBPJ010000148.1	cds	6946	7878	+	BBJOLO_01087	-	-	-	-	-	-
CADBPJ010000148.1	cds	7890	8807	+	BBJOLO_01088	-	-	-	-	-	-
CADBPJ010000148.1	cds	8933	9793	-	BBJOLO_01089	-	-	-	-	-	-
CADBPJ010000148.1	cds	10052	13093	+	BBJOLO_01090	-	-	-	-	-	-
CADBPJ010000148.1	cds	13185	14909	+	BBJOLO_01091	-	-	-	-	-	-
CADBPJ010000148.1	cds	14939	15586	+	BBJOLO_01092	246.0	8.0e-81	0.963	0.866	0.633	UniRef:UniRef50_A0A7X5KT01
CADBPJ010000149.1	cds	1216	2214	-	BBJOLO_01093	-	-	-	-	-	-
CADBPJ010000149.1	cds	2266	5736	-	BBJOLO_01094	1434.0	0.0	1.007	0.990	0.619	UniRef:UniRef50_A0A9D1SE47
CADBPJ010000150.1	cds	5	226	+	BBJOLO_01095	-	-	-	-	-	-
CADBPJ010000150.1	cds	241	3063	+	BBJOLO_01096	1261.0	0.0	0.995	0.869	0.658	UniRef:UniRef50_Q890X9
CADBPJ010000150.1	cds	3574	3741	-	BBJOLO_01097	-	-	-	-	-	-
CADBPJ010000151.1	cds	12	1850	+	BBJOLO_01098	799.0	4.3e-287	0.961	1.0	0.650	UniRef:UniRef50_B9DN46
CADBPJ010000151.1	ncRNA	1857	2043	+	BBJOLO_01099	61.6	1.1e-08	-	-	-	RFAM:RF01854
CADBPJ010000151.1	ncRNA	1925	2024	+	BBJOLO_01100	66.9	2.2e-11	-	-	-	RFAM:RF00169
CADBPJ010000151.1	cds	2132	4012	+	BBJOLO_01101	-	-	-	-	-	-
CADBPJ010000151.1	cds	4039	4392	+	BBJOLO_01102	177.0	4.1e-57	1.009	1.0	0.754	UniRef:UniRef50_C7RH58
CADBPJ010000152.1	cds	220	720	-	BBJOLO_01103	164.0	3.3e-50	0.964	0.865	0.544	UniRef:UniRef50_A0QUX7
CADBPJ010000152.1	cds	724	2388	-	BBJOLO_01104	756.0	1.6e-271	1.0	0.993	0.681	UniRef:UniRef50_C0EF01
CADBPJ010000152.1	cds	2481	4310	-	BBJOLO_01105	721.0	3.8e-255	0.998	0.903	0.609	UniRef:UniRef50_C4G8A0
CADBPJ010000152.1	cds	4339	4431	-	BBJOLO_01106	-	-	-	-	-	-
CADBPJ010000152.1	cds	4428	5123	-	BBJOLO_01107	-	-	-	-	-	-
CADBPJ010000152.1	cds	5128	5565	-	BBJOLO_01108	181.0	3.1e-57	0.986	0.822	0.594	UniRef:UniRef50_A0A094IDH1
CADBPJ010000152.1	cds	5580	6803	-	BBJOLO_01109	467.0	6.1e-162	1.049	0.986	0.588	UniRef:UniRef50_A0A1L8PAA6
CADBPJ010000152.1	cds	6869	8125	-	BBJOLO_01110	394.0	8.7e-133	0.990	0.926	0.505	UniRef:UniRef50_F4XEN1
CADBPJ010000152.1	cds	8261	9169	-	BBJOLO_01111	-	-	-	-	-	-
CADBPJ010000152.1	cds	9235	10071	-	BBJOLO_01112	-	-	-	-	-	-
CADBPJ010000152.1	cds	10192	10689	+	BBJOLO_01113	238.0	1.6e-79	1.0	0.994	0.776	UniRef:UniRef50_A0A415DUZ7
CADBPJ010000152.1	cds	10749	11768	+	BBJOLO_01114	-	-	-	-	-	-
CADBPJ010000153.1	cds	428	703	+	BBJOLO_01115	-	-	-	-	-	-
CADBPJ010000153.1	cds	1360	5262	-	BBJOLO_01116	-	-	-	-	-	-
CADBPJ010000154.1	cds	572	4135	-	BBJOLO_01117	-	-	-	-	-	-
CADBPJ010000154.1	cds	4135	5667	-	BBJOLO_01118	-	-	-	-	-	-
CADBPJ010000155.1	cds	320	2971	-	BBJOLO_01119	1009.0	0.0	1.043	1.009	0.570	UniRef:UniRef50_A0A1C5WZA1
CADBPJ010000155.1	cds	2944	3870	-	BBJOLO_01120	320.0	4.5e-107	0.938	0.865	0.567	UniRef:UniRef50_A0A096B1Q3
CADBPJ010000155.1	cds	3836	4666	-	BBJOLO_01121	-	-	-	-	-	-
CADBPJ010000155.1	cds	4673	6262	-	BBJOLO_01122	548.0	3.6e-189	1.002	0.837	0.557	UniRef:UniRef50_A0A174HG60
CADBPJ010000155.1	cds	6339	9026	-	BBJOLO_01123	-	-	-	-	-	-
CADBPJ010000155.1	ncRNA-region	9264	9465	-	-	36.6	1.8e-06	-	-	-	RFAM:RF00174
CADBPJ010000155.1	cds	9578	11404	-	BBJOLO_01124	-	-	-	-	-	-
CADBPJ010000155.1	cds	11711	11866	-	BBJOLO_01125	65.9	8.2e-15	1.020	0.881	0.500	UniRef:UniRef50_A0A0K2YFY3
CADBPJ010000155.1	cds	11894	12088	-	BBJOLO_01126	-	-	-	-	-	-
CADBPJ010000155.1	cds	12088	12687	-	BBJOLO_01127	204.0	6.2e-65	0.995	0.938	0.545	UniRef:UniRef50_A0A239U495
CADBPJ010000155.1	cds	12656	13030	-	BBJOLO_01128	-	-	-	-	-	-
CADBPJ010000155.1	cds	13164	13568	-	BBJOLO_01129	183.0	1.2e-58	0.963	0.860	0.636	UniRef:UniRef50_A0A143XRR1
CADBPJ010000155.1	cds	13587	14459	-	BBJOLO_01130	-	-	-	-	-	-
CADBPJ010000155.1	cds	14475	15314	-	BBJOLO_01131	-	-	-	-	-	-
CADBPJ010000155.1	cds	15332	15601	-	BBJOLO_01132	-	-	-	-	-	-
CADBPJ010000156.1	cds	1227	2078	+	BBJOLO_01133	382.0	3.6e-132	0.986	0.853	0.627	UniRef:UniRef50_A0A7U9NAP5
CADBPJ010000156.1	cds	1938	2288	-	BBJOLO_01134	-	-	-	-	-	-
CADBPJ010000156.1	cds	2406	3023	-	BBJOLO_01135	-	-	-	-	-	-
CADBPJ010000157.1	cds	185	1516	+	BBJOLO_01136	578.0	2.4e-205	0.959	0.998	0.652	UniRef:UniRef50_R9LSU9
CADBPJ010000157.1	cds	1650	1937	+	BBJOLO_01137	138.0	3.8e-42	0.979	0.802	0.742	UniRef:UniRef50_A0A7U9N7J7
CADBPJ010000157.1	cds	1943	2359	+	BBJOLO_01138	187.0	4.9e-60	1.072	0.949	0.601	UniRef:UniRef50_C9LW49
CADBPJ010000157.1	cds	2551	2856	+	BBJOLO_01139	117.0	7.9e-34	0.990	0.971	0.530	UniRef:UniRef50_Q0B0K0
CADBPJ010000157.1	cds	2853	3164	+	BBJOLO_01140	114.0	1.4e-32	0.961	0.868	0.535	UniRef:UniRef50_G5GP18
CADBPJ010000157.1	cds	3232	4461	+	BBJOLO_01141	551.0	2.7e-195	0.978	0.964	0.650	UniRef:UniRef50_K1LU85
CADBPJ010000158.1	cds	26	505	+	BBJOLO_01142	-	-	-	-	-	-
CADBPJ010000158.1	cds	523	2256	+	BBJOLO_01143	647.0	2.3e-227	1.0	0.916	0.549	UniRef:UniRef50_A0A140LAJ5
CADBPJ010000158.1	cds	2478	4184	+	BBJOLO_01144	691.0	1.9e-245	1.014	0.981	0.597	UniRef:UniRef50_A0A1G8QLB0
CADBPJ010000158.1	cds	4365	5213	-	BBJOLO_01145	-	-	-	-	-	-
CADBPJ010000158.1	cds	5376	6392	+	BBJOLO_01146	-	-	-	-	-	-
CADBPJ010000158.1	cds	6501	7412	+	BBJOLO_01147	-	-	-	-	-	-
CADBPJ010000158.1	cds	7412	8086	+	BBJOLO_01148	239.0	3.9e-78	1.018	0.923	0.531	UniRef:UniRef50_A0A353F0E6
CADBPJ010000158.1	cds	8103	9254	+	BBJOLO_01149	420.0	1.7e-144	1.013	1.0	0.528	UniRef:UniRef50_A0A4R5KL91
CADBPJ010000158.1	cds	9518	10291	+	BBJOLO_01150	391.0	8.9e-137	1.0	0.908	0.743	UniRef:UniRef50_A0A353EWD7
CADBPJ010000159.1	cds	479	1456	-	BBJOLO_01151	441.0	1.6e-154	0.985	0.914	0.634	UniRef:UniRef50_A0A286RLD1
CADBPJ010000159.1	ncRNA-region	1599	1830	+	-	116.4	4.1e-16	-	-	-	RFAM:RF00230
CADBPJ010000159.1	cds	1877	2896	+	BBJOLO_01152	468.0	5.9e-164	1.0	0.860	0.655	UniRef:UniRef50_A3DBX6
CADBPJ010000159.1	cds	2919	5297	+	BBJOLO_01153	792.0	7.2e-278	1.040	1.002	0.506	UniRef:UniRef50_Q8R9C7
CADBPJ010000159.1	cds	5297	6025	+	BBJOLO_01154	-	-	-	-	-	-
CADBPJ010000159.1	cds	6151	6333	+	BBJOLO_01155	-	-	-	-	-	-
CADBPJ010000159.1	cds	6444	7028	+	BBJOLO_01156	-	-	-	-	-	-
CADBPJ010000160.1	cds	1721	2485	+	BBJOLO_01157	237.0	8.9e-77	0.831	0.861	0.559	UniRef:UniRef50_A3DCW6
CADBPJ010000160.1	cds	2368	3156	-	BBJOLO_01158	-	-	-	-	-	-
CADBPJ010000160.1	cds	3240	3695	-	BBJOLO_01159	-	-	-	-	-	-
CADBPJ010000160.1	cds	3830	6382	+	BBJOLO_01160	-	-	-	-	-	-
CADBPJ010000160.1	tRNA	6529	6604	+	BBJOLO_01161	86.3	-	-	-	-	-
CADBPJ010000160.1	tRNA	6627	6703	+	BBJOLO_01162	80.2	-	-	-	-	-
