#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CADBPJ010000230.1	120	407	+	BBJOLO_01601	10.6	5.1	PF14579.12|HHH_6	PFAM:PF14579.12
CADBPJ010000230.1	490	666	+	BBJOLO_01602	7.2	4.2	PF20076.4|DUF6472	PFAM:PF20076.4
CADBPJ010000230.1	635	1270	+	BBJOLO_01603	23.3	5.2	PF04542.20|Sigma70_r2	PFAM:PF04542.20
CADBPJ010000230.1	1285	1581	+	BBJOLO_01604	11.4	8.4	PF13451.12|zf_Tbcl, PF23477.1|zf_Tbcl_2	PFAM:PF13451.12, PFAM:PF23477.1
CADBPJ010000230.1	1602	2522	+	BBJOLO_01605	36.3	5.0		
CADBPJ010000232.1	218	925	+	BBJOLO_01611	26.9	6.1		
CADBPJ010000232.1	1753	2220	-	BBJOLO_01614	17.7	8.9		
CADBPJ010000232.1	3531	6185	+	BBJOLO_01616	98.6	4.2	PF14504.11|CAP_assoc_N, PF24880.1|DUF7738	PFAM:PF14504.11, PFAM:PF24880.1
CADBPJ010000233.1	224	1543	+	BBJOLO_01617	50.6	4.7	PF11867.13|T1RH-like_C, PF22679.2|T1R_D3-like	PFAM:PF11867.13, PFAM:PF22679.2
CADBPJ010000233.1	2627	3019	-	BBJOLO_01619	15.1	10.5		
CADBPJ010000233.1	3043	3918	-	BBJOLO_01620	34.1	4.7		
CADBPJ010000233.1	4056	5201	-	BBJOLO_01621	44.3	9.3		
CADBPJ010000233.1	5622	7157	-	BBJOLO_01623	57.4	5.1		
CADBPJ010000233.1	7171	7482	-	BBJOLO_01624	11.7	7.7		
CADBPJ010000234.1	115	1668	+	BBJOLO_01625	57.3	4.9	PF00575.29|S1, PF13509.12|S1_2, PF21710.3|Spt6_S1, PF23459.1|S1_RRP5	PFAM:PF00575.29, PFAM:PF13509.12, PFAM:PF21710.3, PFAM:PF23459.1
CADBPJ010000234.1	1912	2448	+	BBJOLO_01626	20.2	6.8		
CADBPJ010000235.1	9	713	+	BBJOLO_01627	25.0	5.1		
CADBPJ010000235.1	1834	2505	-	BBJOLO_01630	25.7	6.2		
CADBPJ010000235.1	3078	3542	-	BBJOLO_01631	18.2	6.9		
CADBPJ010000235.1	3683	5023	+	BBJOLO_01632	52.5	5.3	PF00331.26|Glyco_hydro_10	PFAM:PF00331.26
CADBPJ010000236.1	40	237	+	BBJOLO_01634	7.4	8.0		
CADBPJ010000236.1	238	1467	+	BBJOLO_01635	44.3	4.5		
CADBPJ010000236.1	1739	2821	+	BBJOLO_01636	39.3	5.4	PF00768.25|Peptidase_S11, PF07943.18|PBP5_C, PF13354.11|Beta-lactamase2	PFAM:PF00768.25, PFAM:PF07943.18, PFAM:PF13354.11
CADBPJ010000237.1	1279	2034	+	BBJOLO_01640	28.2	9.2		
CADBPJ010000237.1	2059	2796	+	BBJOLO_01641	28.0	8.7	PF01381.28|HTH_3, PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF01381.28, PFAM:PF04542.20, PFAM:PF04545.22
CADBPJ010000238.1	8	124	+	BBJOLO_01642	4.2	4.3		
CADBPJ010000238.1	1149	1970	+	BBJOLO_01644	29.6	5.1	PF04085.20|MreC	PFAM:PF04085.20
CADBPJ010000238.1	1997	2503	+	BBJOLO_01645	19.1	9.1		
CADBPJ010000239.1	1451	2206	+	BBJOLO_01647	29.1	7.0	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF12833.13
CADBPJ010000240.1	3117	3683	-	BBJOLO_01653	21.1	4.7	PF01406.26|tRNA-synt_1e, PF09190.17|DALR_2, PF23493.1|CysS_C	PFAM:PF01406.26, PFAM:PF09190.17, PFAM:PF23493.1
CADBPJ010000241.1	118	1443	+	BBJOLO_01654	51.3	5.1	PF00331.26|Glyco_hydro_10	PFAM:PF00331.26
CADBPJ010000241.1	1673	1894	-	BBJOLO_01655	8.4	4.8		
CADBPJ010000242.1	25	723	+	BBJOLO_01656	26.4	5.0	PF13186.11|SPASM	PFAM:PF13186.11
CADBPJ010000242.1	766	1863	-	BBJOLO_01657	42.0	4.5		
CADBPJ010000242.1	2937	4292	+	BBJOLO_01660	50.2	5.0	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000242.1	4428	4895	-	BBJOLO_01661	17.8	4.1		
CADBPJ010000242.1	5726	6775	-	BBJOLO_01663	39.0	5.0	PF00557.29|Peptidase_M24, PF01321.24|Creatinase_N	PFAM:PF00557.29, PFAM:PF01321.24
CADBPJ010000242.1	8271	9431	-	BBJOLO_01666	43.5	5.5		
CADBPJ010000242.1	10673	11470	-	BBJOLO_01668	28.9	8.2		
CADBPJ010000242.1	11490	11744	-	BBJOLO_01669	9.9	5.7		
CADBPJ010000243.1	79	693	+	BBJOLO_01670	24.3	7.8		
CADBPJ010000243.1	696	986	+	BBJOLO_01671	11.2	4.7		
CADBPJ010000243.1	997	1560	+	BBJOLO_01672	21.2	4.6		
CADBPJ010000244.1	4670	4969	+	BBJOLO_01678	11.1	9.8		
CADBPJ010000244.1	4992	5213	-	BBJOLO_01679	8.4	4.1		
CADBPJ010000245.1	153	620	+	BBJOLO_01680	17.6	9.2		
CADBPJ010000245.1	845	1150	-	BBJOLO_01681	11.8	9.6		
CADBPJ010000245.1	1310	1663	-	BBJOLO_01682	13.4	4.5		
CADBPJ010000245.1	1686	2216	-	BBJOLO_01683	20.3	5.0		
CADBPJ010000245.1	2270	2746	-	BBJOLO_01684	18.3	7.6	PF01381.28|HTH_3	PFAM:PF01381.28
CADBPJ010000245.1	2753	3109	-	BBJOLO_01685	13.9	4.9	PF12959.12|DUF3848	PFAM:PF12959.12
CADBPJ010000245.1	3112	3954	-	BBJOLO_01686	31.8	5.1		
CADBPJ010000245.1	14347	14724	-	BBJOLO_01689	14.4	9.1		
CADBPJ010000245.1	14759	15805	-	BBJOLO_01690	40.9	5.2		
CADBPJ010000245.1	15805	16722	-	BBJOLO_01691	35.1	8.6		
CADBPJ010000245.1	16722	17024	-	BBJOLO_01692	12.2	9.6		
CADBPJ010000245.1	17021	17221	-	BBJOLO_01693	8.0	8.9		
CADBPJ010000245.1	17214	17414	-	BBJOLO_01694	7.8	5.4		
CADBPJ010000245.1	17420	17677	-	BBJOLO_01695	10.2	7.7		
CADBPJ010000245.1	17713	17850	-	BBJOLO_01696	5.1	4.3		
CADBPJ010000247.1	1198	1977	+	BBJOLO_01700	28.9	5.0		
CADBPJ010000248.1	220	1224	+	BBJOLO_01701	37.1	5.1		
CADBPJ010000248.1	1236	1403	+	BBJOLO_01702	6.0	6.0		
CADBPJ010000248.1	1798	2640	-	BBJOLO_01704	33.3	5.3		
CADBPJ010000248.1	3349	4377	-	BBJOLO_01706	37.9	4.8		
CADBPJ010000248.1	6575	7549	-	BBJOLO_01709	37.1	4.8		
CADBPJ010000248.1	7624	8220	-	BBJOLO_01710	22.0	4.2		
CADBPJ010000249.1	9052	9618	+	BBJOLO_01718	21.7	4.4		
CADBPJ010000250.1	2483	2977	+	BBJOLO_01721	18.8	6.3	PF00990.26|GGDEF	PFAM:PF00990.26
CADBPJ010000251.1	1019	1972	+	BBJOLO_01723	36.8	4.4		
CADBPJ010000252.1	1027	1164	-	BBJOLO_01724	5.5	10.1		
CADBPJ010000252.1	1229	1495	-	BBJOLO_01725	10.4	9.2		
CADBPJ010000252.1	1853	2071	-	BBJOLO_01727	8.2	5.6		
CADBPJ010000253.1	2229	2456	-	BBJOLO_01730	8.6	4.2		
CADBPJ010000254.1	1	1413	+	BBJOLO_01731	53.6	8.0	PF00196.25|GerE	PFAM:PF00196.25
CADBPJ010000254.1	1635	2015	+	BBJOLO_01732	14.5	5.9		
CADBPJ010000255.1	206	790	+	BBJOLO_01733	23.1	5.1		
CADBPJ010000255.1	1438	2187	+	BBJOLO_01734	27.2	4.6		
CADBPJ010000255.1	2223	3146	+	BBJOLO_01735	34.0	8.4	PF01656.29|CbiA, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
CADBPJ010000256.1	148	1299	+	BBJOLO_01736	44.0	9.2	PF00037.32|Fer4, PF04432.18|FrhB_FdhB_C, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13237.11|Fer4_10	PFAM:PF00037.32, PFAM:PF04432.18, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
CADBPJ010000256.1	1277	2695	+	BBJOLO_01737	52.7	9.4		
CADBPJ010000256.1	6136	6900	+	BBJOLO_01741	27.8	4.7		
CADBPJ010000256.1	7130	7360	-	BBJOLO_01742	8.3	9.2		
CADBPJ010000257.1	50	334	+	BBJOLO_01743	11.4	9.6		
CADBPJ010000257.1	206	1282	-	BBJOLO_01744	40.0	7.6		
CADBPJ010000257.1	1294	2907	-	BBJOLO_01745	60.0	5.7		
CADBPJ010000257.1	4042	4896	+	BBJOLO_01747	32.4	6.5	PF17762.7|HTH_ParB, PF23552.1|ParB_dimer	PFAM:PF17762.7, PFAM:PF23552.1
CADBPJ010000257.1	4898	5401	+	BBJOLO_01748	18.4	4.8		
CADBPJ010000257.1	5436	5864	+	BBJOLO_01749	16.1	4.7		
CADBPJ010000258.1	4055	4831	+	BBJOLO_01753	28.9	5.8	PF00326.27|Peptidase_S9, PF01738.24|DLH, PF02230.22|Abhydrolase_2, PF07859.19|Abhydrolase_3, PF20434.5|BD-FAE	PFAM:PF00326.27, PFAM:PF01738.24, PFAM:PF02230.22, PFAM:PF07859.19, PFAM:PF20434.5
CADBPJ010000258.1	4911	5678	-	BBJOLO_01754	28.7	5.8	PF02237.23|BPL_C, PF03099.24|BPL_LplA_LipB	PFAM:PF02237.23, PFAM:PF03099.24
CADBPJ010000258.1	5665	6702	-	BBJOLO_01755	39.7	5.1	PF06144.19|DNA_pol3_delta, PF21694.2|DNA_pol3_delta_C	PFAM:PF06144.19, PFAM:PF21694.2
CADBPJ010000258.1	7914	8762	+	BBJOLO_01758	30.9	9.2		
CADBPJ010000258.1	8774	9700	+	BBJOLO_01759	34.0	4.7		
CADBPJ010000259.1	1249	2016	-	BBJOLO_01760	29.8	4.9		
CADBPJ010000260.1	85	339	+	BBJOLO_01761	9.4	4.6	PF11975.13|Glyco_hydro_4C	PFAM:PF11975.13
CADBPJ010000261.1	938	2119	+	BBJOLO_01765	46.3	5.8	PF14907.12|NTP_transf_5	PFAM:PF14907.12
CADBPJ010000261.1	3285	4316	+	BBJOLO_01767	38.8	9.5	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
CADBPJ010000262.1	1	486	+	BBJOLO_01768	18.2	6.7	PF01041.23|DegT_DnrJ_EryC1	PFAM:PF01041.23
CADBPJ010000262.1	1102	1698	+	BBJOLO_01770	20.8	6.0	PF00132.30|Hexapep, PF17836.7|PglD_N	PFAM:PF00132.30, PFAM:PF17836.7
CADBPJ010000264.1	42	1172	+	BBJOLO_01774	44.4	6.9	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000264.1	1230	1427	+	BBJOLO_01775	7.3	6.8		
CADBPJ010000264.1	1517	1738	+	BBJOLO_01776	7.7	4.9		
CADBPJ010000264.1	1909	2070	+	BBJOLO_01777	6.0	4.5		
CADBPJ010000266.1	1251	1952	-	BBJOLO_01783	26.8	4.4		
CADBPJ010000266.1	4283	4447	+	BBJOLO_01786	6.1	4.6		
CADBPJ010000266.1	4603	6351	-	BBJOLO_01787	67.0	5.1	PF02518.31|HATPase_c, PF06580.19|His_kinase	PFAM:PF02518.31, PFAM:PF06580.19
CADBPJ010000266.1	6344	7840	-	BBJOLO_01788	57.1	5.2	PF00072.30|Response_reg, PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00072.30, PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000267.1	111	359	+	BBJOLO_01789	9.5	4.9	PF19890.4|DUF6363	PFAM:PF19890.4
CADBPJ010000267.1	2385	3143	-	BBJOLO_01792	28.5	4.6		
CADBPJ010000267.1	3162	3611	-	BBJOLO_01793	16.8	4.6		
CADBPJ010000267.1	5754	6602	+	BBJOLO_01795	32.8	6.2	PF00165.29|HTH_AraC, PF02311.25|AraC_binding, PF07883.17|Cupin_2, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF02311.25, PFAM:PF07883.17, PFAM:PF12833.13
CADBPJ010000267.1	9633	10367	-	BBJOLO_01798	26.8	7.0	PF00005.33|ABC_tran, PF13304.12|AAA_21	PFAM:PF00005.33, PFAM:PF13304.12
CADBPJ010000267.1	10372	11118	-	BBJOLO_01799	27.9	4.5		
CADBPJ010000269.1	606	2819	-	BBJOLO_01803	83.4	8.5	PF00270.35|DEAD, PF00271.37|Helicase_C, PF17764.6|PriA_3primeBD, PF18074.6|PriA_C, PF18319.7|Zn_ribbon_PriA	PFAM:PF00270.35, PFAM:PF00271.37, PFAM:PF17764.6, PFAM:PF18074.6, PFAM:PF18319.7
CADBPJ010000269.1	2828	3121	-	BBJOLO_01804	10.8	4.8		
CADBPJ010000269.1	3178	3774	-	BBJOLO_01805	22.6	4.7	PF00625.27|Guanylate_kin	PFAM:PF00625.27
CADBPJ010000269.1	5109	5459	+	BBJOLO_01808	12.3	9.9		
CADBPJ010000269.1	5943	7853	-	BBJOLO_01810	73.5	4.9	PF00005.33|ABC_tran, PF00931.28|NB-ARC, PF02463.25|SMC_N, PF12848.13|ABC_tran_Xtn, PF13304.12|AAA_21, PF13555.12|AAA_29, PF16326.10|ABC_tran_CTD	PFAM:PF00005.33, PFAM:PF00931.28, PFAM:PF02463.25, PFAM:PF12848.13, PFAM:PF13304.12, PFAM:PF13555.12, PFAM:PF16326.10
CADBPJ010000269.1	9135	9656	-	BBJOLO_01812	19.3	9.6	PF01061.29|ABC2_membrane	PFAM:PF01061.29
CADBPJ010000270.1	2051	4831	-	BBJOLO_01813	104.8	4.5	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000270.1	4828	6297	-	BBJOLO_01814	54.1	4.7	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000270.1	6405	7217	-	BBJOLO_01815	28.9	4.6	PF04234.18|CopC	PFAM:PF04234.18
CADBPJ010000271.1	128	313	+	BBJOLO_01816	6.9	4.8		
CADBPJ010000273.1	4940	5593	-	BBJOLO_01829	24.3	5.2	PF00753.33|Lactamase_B	PFAM:PF00753.33
CADBPJ010000273.1	6564	7373	-	BBJOLO_01831	29.9	5.8	PF01487.21|DHquinase_I	PFAM:PF01487.21
CADBPJ010000273.1	8997	9755	+	BBJOLO_01834	29.4	8.7	PF00165.29|HTH_AraC, PF12833.13|HTH_18	PFAM:PF00165.29, PFAM:PF12833.13
CADBPJ010000273.1	11060	11806	+	BBJOLO_01836	29.1	5.5		
CADBPJ010000273.1	11865	12302	+	BBJOLO_01837	16.0	4.1		
CADBPJ010000274.1	3640	4161	-	BBJOLO_01840	18.8	9.5	PF02036.22|SCP2, PF14864.11|Alkyl_sulf_C	PFAM:PF02036.22, PFAM:PF14864.11
CADBPJ010000274.1	4301	4666	-	BBJOLO_01841	12.7	9.2	PF02882.25|THF_DHG_CYH_C	PFAM:PF02882.25
CADBPJ010000275.1	2205	2378	-	BBJOLO_01843	6.5	4.6	PF09397.16|FtsK_gamma	PFAM:PF09397.16
CADBPJ010000276.1	152	1900	+	BBJOLO_01844	65.9	5.3	PF06165.17|Glyco_transf_36, PF17167.10|Glyco_hydro_36	PFAM:PF06165.17, PFAM:PF17167.10
CADBPJ010000276.1	1996	2988	+	BBJOLO_01845	38.0	5.3	PF13472.12|Lipase_GDSL_2, PF14606.12|Lipase_GDSL_3	PFAM:PF13472.12, PFAM:PF14606.12
CADBPJ010000279.1	146	1867	+	BBJOLO_01854	66.1	5.2	PF12905.13|Glyco_hydro_101	PFAM:PF12905.13
CADBPJ010000279.1	1907	4873	+	BBJOLO_01855	113.5	5.0	PF02836.23|Glyco_hydro_2_C, PF02837.24|Glyco_hydro_2_N, PF02929.23|Bgal_small_N, PF16353.11|LacZ_4, PF22666.2|Glyco_hydro_2_N2	PFAM:PF02836.23, PFAM:PF02837.24, PFAM:PF02929.23, PFAM:PF16353.11, PFAM:PF22666.2
CADBPJ010000280.1	4446	5150	-	BBJOLO_01858	26.6	5.3	PF00717.28|Peptidase_S24, PF10502.14|Peptidase_S26	PFAM:PF00717.28, PFAM:PF10502.14
CADBPJ010000280.1	10923	11090	+	BBJOLO_01864	6.2	4.3		
CADBPJ010000281.1	137	1276	+	BBJOLO_01867	43.2	6.5		
CADBPJ010000281.1	1280	2767	+	BBJOLO_01868	57.9	8.3		
CADBPJ010000281.1	2764	2967	+	BBJOLO_01869	7.9	7.9		
CADBPJ010000282.1	1645	2145	+	BBJOLO_01871	19.7	6.2		
CADBPJ010000282.1	2156	2908	+	BBJOLO_01872	29.3	5.3		
CADBPJ010000283.1	737	1843	-	BBJOLO_01874	42.1	4.9		
CADBPJ010000283.1	1892	2254	-	BBJOLO_01875	13.8	7.7		
CADBPJ010000284.1	793	954	-	BBJOLO_01876	5.6	4.4		
CADBPJ010000284.1	1472	1717	-	BBJOLO_01877	9.2	4.6		
CADBPJ010000285.1	1714	2250	-	BBJOLO_01879	20.9	4.5		
CADBPJ010000287.1	170	532	-	BBJOLO_01881	14.0	5.2		
CADBPJ010000287.1	552	1286	-	BBJOLO_01882	28.8	5.1	PF00149.33|Metallophos	PFAM:PF00149.33
CADBPJ010000287.1	1297	2223	-	BBJOLO_01883	36.6	7.1		
CADBPJ010000288.1	1346	1648	-	BBJOLO_01884	11.3	8.8		
CADBPJ010000289.1	32	361	+	BBJOLO_01886	11.9	5.3	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
CADBPJ010000289.1	377	1408	+	BBJOLO_01887	40.6	8.8		
CADBPJ010000289.1	1418	2863	+	BBJOLO_01888	55.4	9.5		
CADBPJ010000290.1	642	1820	-	BBJOLO_01889	46.0	6.5		
CADBPJ010000291.1	83	286	-	BBJOLO_01891	7.8	5.0		
CADBPJ010000291.1	309	1394	-	BBJOLO_01892	40.2	4.7		
CADBPJ010000291.1	1409	2173	-	BBJOLO_01893	27.6	5.0	PF00092.34|VWA	PFAM:PF00092.34
CADBPJ010000291.1	2297	2743	-	BBJOLO_01894	15.9	5.5		
CADBPJ010000292.1	105	269	-	BBJOLO_01895	6.3	10.8		
CADBPJ010000292.1	944	1390	-	BBJOLO_01896	17.2	5.3	PF00239.26|Resolvase	PFAM:PF00239.26
CADBPJ010000292.1	1469	1684	-	BBJOLO_01897	8.1	9.4		
CADBPJ010000292.1	2637	3170	-	BBJOLO_01899	20.4	8.7	PF00239.26|Resolvase	PFAM:PF00239.26
CADBPJ010000292.1	3395	3883	-	BBJOLO_01900	18.7	5.0		
CADBPJ010000292.1	4249	4863	-	BBJOLO_01901	23.6	5.7		
CADBPJ010000293.1	892	1530	+	BBJOLO_01904	23.7	8.8		SO:0001217, UniRef:UniRef50_R9JY65
CADBPJ010000293.1	1732	2112	+	BBJOLO_01905	14.1	7.5		
CADBPJ010000295.1	3207	3746	-	BBJOLO_01908	20.2	5.8		
CADBPJ010000296.1	120	533	+	BBJOLO_01909	15.3	4.7		
CADBPJ010000296.1	571	1068	+	BBJOLO_01910	19.1	4.2		
CADBPJ010000296.1	1394	1942	+	BBJOLO_01911	20.9	5.4	PF09479.16|Flg_new	PFAM:PF09479.16
CADBPJ010000296.1	2917	3090	+	BBJOLO_01912	6.2	9.5		
CADBPJ010000297.1	1408	2088	-	BBJOLO_01915	25.6	5.8	PF00027.35|cNMP_binding, PF00325.26|Crp, PF13545.12|HTH_Crp_2	PFAM:PF00027.35, PFAM:PF00325.26, PFAM:PF13545.12
CADBPJ010000298.1	2219	2809	+	BBJOLO_01918	23.2	5.1		
CADBPJ010000299.1	880	2211	-	BBJOLO_01921	52.5	9.0	PF11734.13|TilS_C	PFAM:PF11734.13
CADBPJ010000300.1	171	575	+	BBJOLO_01923	14.0	8.6		
CADBPJ010000300.1	548	2527	-	BBJOLO_01924	73.2	4.4		
CADBPJ010000301.1	384	1940	+	BBJOLO_01925	55.7	4.5	PF00082.27|Peptidase_S8	PFAM:PF00082.27
CADBPJ010000301.1	1968	3764	+	BBJOLO_01926	67.8	4.6	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000301.1	3802	3966	-	BBJOLO_01927	6.5	4.9	PF21349.2|RUBY_RBDX	PFAM:PF21349.2
CADBPJ010000302.1	11	100	+	BBJOLO_01929	3.5	9.9		
CADBPJ010000302.1	175	1713	+	BBJOLO_01930	57.2	4.7	PF00395.25|SLH, PF14903.11|WG_beta_rep	PFAM:PF00395.25, PFAM:PF14903.11
CADBPJ010000302.1	1794	2912	+	BBJOLO_01931	41.5	5.2		
CADBPJ010000303.1	297	1322	+	BBJOLO_01932	38.2	7.1	PF00069.31|Pkinase, PF01163.29|RIO1, PF03109.22|ABC1, PF07714.23|PK_Tyr_Ser-Thr, PF17667.7|Pkinase_fungal	PFAM:PF00069.31, PFAM:PF01163.29, PFAM:PF03109.22, PFAM:PF07714.23, PFAM:PF17667.7
CADBPJ010000303.1	1500	1745	+	BBJOLO_01933	9.6	7.9	PF08765.17|Mor	PFAM:PF08765.17
CADBPJ010000303.1	1920	2135	+	BBJOLO_01934	7.6	5.9		
CADBPJ010000303.1	2334	2513	+	BBJOLO_01935	7.0	4.4		
CADBPJ010000303.1	3254	4627	-	BBJOLO_01937	54.7	5.5		
CADBPJ010000303.1	4886	5356	+	BBJOLO_01938	18.1	5.0		
CADBPJ010000303.1	5344	7050	+	BBJOLO_01939	65.8	5.6	PF00270.35|DEAD	PFAM:PF00270.35
CADBPJ010000303.1	7139	7435	+	BBJOLO_01940	11.0	9.2	PF00239.26|Resolvase	PFAM:PF00239.26
CADBPJ010000304.1	607	1083	-	BBJOLO_01941	17.7	8.9		
CADBPJ010000304.1	1131	2774	-	BBJOLO_01942	62.0	4.8	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000304.1	2771	3979	-	BBJOLO_01943	47.0	5.2		
CADBPJ010000304.1	3930	4310	-	BBJOLO_01944	14.7	8.4		
CADBPJ010000304.1	4325	5050	-	BBJOLO_01945	27.4	5.3		
CADBPJ010000304.1	5209	5376	-	BBJOLO_01946	6.3	9.5		
CADBPJ010000304.1	5401	6648	-	BBJOLO_01947	46.9	4.6	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000304.1	6685	7728	-	BBJOLO_01948	39.0	4.9	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000304.1	7760	8605	-	BBJOLO_01949	32.1	5.0	PF07833.16|Cu_amine_oxidN1	PFAM:PF07833.16
CADBPJ010000304.1	8611	9732	-	BBJOLO_01950	41.5	4.7	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000304.1	9738	10058	-	BBJOLO_01951	11.8	6.5		
CADBPJ010000304.1	10058	10216	-	BBJOLO_01952	6.0	9.2		
CADBPJ010000304.1	10235	11878	-	BBJOLO_01953	62.0	4.9	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000304.1	11883	12218	-	BBJOLO_01954	12.8	8.6		
CADBPJ010000304.1	12359	13699	-	BBJOLO_01955	51.4	6.0	PF14501.12|HATPase_c_5	PFAM:PF14501.12
CADBPJ010000305.1	100	522	-	BBJOLO_01956	16.1	4.6		SO:0001217, UniRef:UniRef50_A0AAC9IG47
CADBPJ010000305.1	590	1606	-	BBJOLO_01957	38.1	6.1		
CADBPJ010000305.1	2615	3232	-	BBJOLO_01959	24.0	5.5		SO:0001217, UniRef:UniRef50_D4MIQ5
CADBPJ010000306.1	7	561	-	BBJOLO_01960	21.3	4.8		
CADBPJ010000306.1	891	1043	+	BBJOLO_01961	5.8	9.2		
CADBPJ010000306.1	2734	6660	+	BBJOLO_01963	139.2	4.6		
CADBPJ010000306.1	6725	8554	+	BBJOLO_01964	66.4	4.9	PF00395.25|SLH	PFAM:PF00395.25
CADBPJ010000306.1	8737	9822	+	BBJOLO_01965	39.9	4.9	PF01656.29|CbiA, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF13614.12
CADBPJ010000306.1	11885	12826	+	BBJOLO_01968	35.0	8.9	PF00482.28|T2SSF	PFAM:PF00482.28
CADBPJ010000306.1	12894	13109	+	BBJOLO_01969	7.9	6.1		
CADBPJ010000306.1	13319	13936	+	BBJOLO_01970	22.3	9.4		
CADBPJ010000306.1	13936	16458	+	BBJOLO_01971	94.5	5.7		
CADBPJ010000306.1	16455	17396	+	BBJOLO_01972	34.2	4.9		
CADBPJ010000306.1	17413	18000	+	BBJOLO_01973	21.8	9.3		
CADBPJ010000306.1	18030	19613	+	BBJOLO_01974	58.4	8.9	PF19909.4|DUF6382	PFAM:PF19909.4
CADBPJ010000306.1	19639	20601	+	BBJOLO_01975	36.3	8.4		
CADBPJ010000306.1	20598	21122	+	BBJOLO_01976	19.3	9.7		
CADBPJ010000306.1	21145	23364	+	BBJOLO_01977	82.9	5.1	PF00069.31|Pkinase, PF07714.23|PK_Tyr_Ser-Thr, PF17667.7|Pkinase_fungal	PFAM:PF00069.31, PFAM:PF07714.23, PFAM:PF17667.7
CADBPJ010000306.1	23385	24749	+	BBJOLO_01978	49.9	5.2	PF01436.27|NHL, PF07833.16|Cu_amine_oxidN1	PFAM:PF01436.27, PFAM:PF07833.16
CADBPJ010000306.1	24818	25609	+	BBJOLO_01979	30.0	7.6		
CADBPJ010000306.1	26474	27370	+	BBJOLO_01981	33.3	5.6	PF02687.27|FtsX, PF18075.7|FtsX_ECD	PFAM:PF02687.27, PFAM:PF18075.7
CADBPJ010000306.1	27383	28432	+	BBJOLO_01982	40.1	5.3	PF24568.1|CC_PcsB	PFAM:PF24568.1
CADBPJ010000306.1	28448	28939	+	BBJOLO_01983	18.2	8.9	PF01661.27|Macro	PFAM:PF01661.27
CADBPJ010000306.1	29101	29835	-	BBJOLO_01984	28.3	6.2		
CADBPJ010000306.1	30011	30169	+	BBJOLO_01985	6.0	4.7		
CADBPJ010000306.1	30244	31674	+	BBJOLO_01986	55.8	7.9	PF00239.26|Resolvase, PF07508.19|Recombinase, PF13408.12|Zn_ribbon_recom	PFAM:PF00239.26, PFAM:PF07508.19, PFAM:PF13408.12
CADBPJ010000307.1	24	308	-	BBJOLO_01990	11.4	4.7		
CADBPJ010000307.1	6449	6643	-	BBJOLO_01996	7.4	9.0	PF12728.13|HTH_17	PFAM:PF12728.13
CADBPJ010000307.1	6851	10063	-	BBJOLO_01997	126.0	4.9	PF13401.12|AAA_22	PFAM:PF13401.12
CADBPJ010000308.1	89	2026	-	BBJOLO_01999	74.8	5.7	PF19773.5|DUF6259	PFAM:PF19773.5
CADBPJ010000309.1	174	332	-	BBJOLO_02000	6.2	12.0		
CADBPJ010000309.1	1695	1994	-	BBJOLO_02001	11.4	4.4	PF00210.30|Ferritin	PFAM:PF00210.30
CADBPJ010000310.1	4156	4404	-	BBJOLO_02004	9.6	5.9		
CADBPJ010000311.1	285	545	+	BBJOLO_02005	10.2	9.4		
CADBPJ010000311.1	1586	2212	+	BBJOLO_02007	22.4	5.4	PF04263.21|TPK_catalytic, PF04265.19|TPK_B1_binding	PFAM:PF04263.21, PFAM:PF04265.19
CADBPJ010000311.1	2293	2496	-	BBJOLO_02008	7.8	7.8	PF21247.3|Fic-like_C	PFAM:PF21247.3
