#Annotated with Bakta v1.12.0, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
CACVWD010000110.1	4180	4941	-	BMNMOC_01621	29.3	4.9	PF01909.29|NTP_transf_2, PF13427.11|AadA_C	PFAM:PF01909.29, PFAM:PF13427.11
CACVWD010000111.1	145	1629	+	BMNMOC_01623	56.3	4.6		
CACVWD010000111.1	1626	2987	+	BMNMOC_01624	51.5	4.6		
CACVWD010000111.1	3156	3338	-	BMNMOC_01625	6.6	6.5		
CACVWD010000111.1	3431	4966	-	BMNMOC_01626	56.5	4.4		
CACVWD010000111.1	5488	5991	+	BMNMOC_01627	18.8	5.4		
CACVWD010000112.1	291	767	+	BMNMOC_01630	18.5	7.7		
CACVWD010000112.1	2301	3545	+	BMNMOC_01633	46.1	6.3	PF01029.23|NusB	PFAM:PF01029.23
CACVWD010000112.1	4744	5028	-	BMNMOC_01635	11.0	11.3		
CACVWD010000113.1	12	575	+	BMNMOC_01636	21.4	4.6		
CACVWD010000113.1	1369	3198	+	BMNMOC_01638	69.4	5.0	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c, PF13581.12|HATPase_c_2	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31, PFAM:PF13581.12
CACVWD010000113.1	3262	4155	+	BMNMOC_01639	32.6	4.9	PF05036.18|SPOR	PFAM:PF05036.18
CACVWD010000113.1	5816	6430	+	BMNMOC_01642	22.8	5.5	PF00717.28|Peptidase_S24, PF01726.22|LexA_DNA_bind	PFAM:PF00717.28, PFAM:PF01726.22
CACVWD010000114.1	152	424	+	BMNMOC_01644	10.4	9.4		
CACVWD010000114.1	405	1058	-	BMNMOC_01645	24.3	6.1		
CACVWD010000114.1	1045	3243	-	BMNMOC_01646	81.6	5.6	PF00580.27|UvrD-helicase, PF00633.29|HHH, PF13086.12|AAA_11, PF13245.12|AAA_19, PF13538.12|UvrD_C_2, PF13604.12|AAA_30, PF14490.11|HHH_RecD2, PF14520.12|HHH_5, PF18335.7|SH3_13, PF23139.1|OB_YrrC	PFAM:PF00580.27, PFAM:PF00633.29, PFAM:PF13086.12, PFAM:PF13245.12, PFAM:PF13538.12, PFAM:PF13604.12, PFAM:PF14490.11, PFAM:PF14520.12, PFAM:PF18335.7, PFAM:PF23139.1
CACVWD010000114.1	3287	5038	-	BMNMOC_01647	67.2	5.1	PF00587.30|tRNA-synt_2b, PF03129.25|HGTP_anticodon	PFAM:PF00587.30, PFAM:PF03129.25
CACVWD010000115.1	25	267	+	BMNMOC_01648	9.3	12.0		
CACVWD010000115.1	311	1654	-	BMNMOC_01649	48.7	9.3	PF06738.18|ThrE, PF12821.13|ThrE_2	PFAM:PF06738.18, PFAM:PF12821.13
CACVWD010000115.1	1832	2929	+	BMNMOC_01650	40.2	9.4		
CACVWD010000115.1	2926	3393	+	BMNMOC_01651	16.8	9.3	PF01035.26|DNA_binding_1	PFAM:PF01035.26
CACVWD010000115.1	3529	4713	-	BMNMOC_01652	45.7	10.5		
CACVWD010000116.1	3	3242	+	BMNMOC_01653	120.8	4.8	PF00932.25|LTD	PFAM:PF00932.25
CACVWD010000116.1	3998	4576	+	BMNMOC_01655	21.0	9.9		
CACVWD010000116.1	4628	4849	+	BMNMOC_01656	8.3	5.7		
CACVWD010000117.1	1954	2346	-	BMNMOC_01658	14.0	5.1		
CACVWD010000117.1	2359	3066	-	BMNMOC_01659	26.2	9.3	PF04239.17|DUF421	PFAM:PF04239.17
CACVWD010000117.1	3234	3554	+	BMNMOC_01660	10.9	9.1		
CACVWD010000117.1	3569	3904	+	BMNMOC_01661	11.5	5.1	PF00364.28|Biotin_lipoyl, PF01597.25|GCV_H, PF13533.12|Biotin_lipoyl_2, PF16576.10|HlyD_D23	PFAM:PF00364.28, PFAM:PF01597.25, PFAM:PF13533.12, PFAM:PF16576.10
CACVWD010000117.1	3971	4204	-	BMNMOC_01662	9.1	4.7		
CACVWD010000117.1	4252	4563	-	BMNMOC_01663	10.9	10.4		
CACVWD010000118.1	1855	3531	+	BMNMOC_01665	65.3	5.2		
CACVWD010000118.1	4462	5367	+	BMNMOC_01667	33.5	6.8	PF00126.33|HTH_1	PFAM:PF00126.33
CACVWD010000118.1	5390	6124	+	BMNMOC_01668	26.0	4.4	PF00160.26|Pro_isomerase	PFAM:PF00160.26
CACVWD010000119.1	30	1310	+	BMNMOC_01669	48.3	6.5	PF01842.31|ACT, PF02824.27|TGS, PF13291.12|ACT_4, PF19296.4|RelA_AH_RIS	PFAM:PF01842.31, PFAM:PF02824.27, PFAM:PF13291.12, PFAM:PF19296.4
CACVWD010000119.1	1767	2411	+	BMNMOC_01671	23.6	4.8	PF00753.33|Lactamase_B, PF12706.13|Lactamase_B_2	PFAM:PF00753.33, PFAM:PF12706.13
CACVWD010000120.1	1850	2095	+	BMNMOC_01673	9.0	10.2		
CACVWD010000120.1	2212	3825	+	BMNMOC_01674	60.1	8.3	PF05670.18|NFACT-R_1	PFAM:PF05670.18
CACVWD010000120.1	4372	4887	+	BMNMOC_01676	19.1	5.8	PF00149.33|Metallophos, PF12850.12|Metallophos_2	PFAM:PF00149.33, PFAM:PF12850.12
CACVWD010000120.1	4951	6495	+	BMNMOC_01677	56.2	4.9	PF00768.25|Peptidase_S11, PF13354.11|Beta-lactamase2	PFAM:PF00768.25, PFAM:PF13354.11
CACVWD010000120.1	6508	7878	+	BMNMOC_01678	50.3	5.1	PF00768.25|Peptidase_S11, PF13354.11|Beta-lactamase2	PFAM:PF00768.25, PFAM:PF13354.11
CACVWD010000120.1	7875	8249	-	BMNMOC_01679	14.1	10.0	PF01471.23|PG_binding_1, PF09374.15|PG_binding_3	PFAM:PF01471.23, PFAM:PF09374.15
CACVWD010000121.1	519	1730	-	BMNMOC_01680	44.7	5.4		
CACVWD010000121.1	1837	3150	-	BMNMOC_01681	48.5	4.9		
CACVWD010000122.1	38	1129	+	BMNMOC_01684	41.4	6.3	PF08922.17|DUF1905, PF13302.13|Acetyltransf_3, PF13508.13|Acetyltransf_7, PF13673.13|Acetyltransf_10	PFAM:PF08922.17, PFAM:PF13302.13, PFAM:PF13508.13, PFAM:PF13673.13
CACVWD010000123.1	39	1958	+	BMNMOC_01689	73.5	5.1	PF00326.27|Peptidase_S9, PF05448.18|AXE1	PFAM:PF00326.27, PFAM:PF05448.18
CACVWD010000123.1	2062	3084	+	BMNMOC_01690	39.5	4.9	PF01381.28|HTH_3, PF12844.13|HTH_19, PF13181.12|TPR_8, PF13443.12|HTH_26, PF13560.12|HTH_31	PFAM:PF01381.28, PFAM:PF12844.13, PFAM:PF13181.12, PFAM:PF13443.12, PFAM:PF13560.12
CACVWD010000123.1	3983	4537	-	BMNMOC_01692	20.9	5.2		
CACVWD010000124.1	656	1243	+	BMNMOC_01693	20.2	8.3	PF07670.19|Gate	PFAM:PF07670.19
CACVWD010000124.1	3386	3988	+	BMNMOC_01696	23.0	4.7		
CACVWD010000125.1	154	924	-	BMNMOC_01697	28.3	5.2		
CACVWD010000125.1	2058	2864	-	BMNMOC_01699	29.7	9.0	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
CACVWD010000125.1	2861	3544	-	BMNMOC_01700	25.0	9.7		
CACVWD010000125.1	4302	4454	-	BMNMOC_01702	5.4	5.6		
CACVWD010000126.1	3437	4177	-	BMNMOC_01704	28.0	5.7	PF11967.14|RecO_N	PFAM:PF11967.14
CACVWD010000127.1	182	391	-	BMNMOC_01705	7.8	5.6		
CACVWD010000127.1	401	1012	-	BMNMOC_01706	22.7	8.7	PF02589.21|LUD_dom	PFAM:PF02589.21
CACVWD010000127.1	2911	4077	+	BMNMOC_01708	44.0	5.1	PF04055.27|Radical_SAM, PF06969.22|HemN_C	PFAM:PF04055.27, PFAM:PF06969.22
CACVWD010000127.1	4124	4303	-	BMNMOC_01709	6.8	4.1		
CACVWD010000128.1	8	565	+	BMNMOC_01710	20.3	5.5	PF02310.24|B12-binding	PFAM:PF02310.24
CACVWD010000128.1	1910	2983	+	BMNMOC_01712	39.0	5.7	PF01168.26|Ala_racemase_N	PFAM:PF01168.26
CACVWD010000128.1	2977	3714	+	BMNMOC_01713	27.5	5.4	PF02237.23|BPL_C, PF03099.24|BPL_LplA_LipB	PFAM:PF02237.23, PFAM:PF03099.24
CACVWD010000128.1	3758	4258	-	BMNMOC_01714	19.5	11.0		
CACVWD010000129.1	302	559	+	BMNMOC_01715	9.4	6.0		
CACVWD010000129.1	1652	2605	+	BMNMOC_01717	36.2	8.8		
CACVWD010000129.1	2460	3071	-	BMNMOC_01718	21.9	11.2		
CACVWD010000130.1	2459	2908	+	BMNMOC_01721	17.1	4.4		
CACVWD010000131.1	24	1307	+	BMNMOC_01723	48.6	8.8		
CACVWD010000131.1	2378	3133	-	BMNMOC_01725	28.2	9.9	PF14808.11|TMEM164	PFAM:PF14808.11
CACVWD010000131.1	3372	4250	-	BMNMOC_01726	34.0	11.0		
CACVWD010000132.1	413	898	-	BMNMOC_01727	18.7	8.2		
CACVWD010000132.1	1300	1398	-	BMNMOC_01729	3.6	4.1		
CACVWD010000132.1	3543	4136	-	BMNMOC_01732	22.1	9.5		
CACVWD010000133.1	738	2603	-	BMNMOC_01733	70.6	4.3		
CACVWD010000133.1	3586	4041	-	BMNMOC_01735	17.3	5.4		
CACVWD010000134.1	168	350	-	BMNMOC_01736	6.7	4.9		
CACVWD010000134.1	1968	2240	+	BMNMOC_01738	9.5	9.5		
CACVWD010000134.1	2426	3829	+	BMNMOC_01739	50.6	9.5		
CACVWD010000135.1	1	1620	+	BMNMOC_01740	62.4	5.0	PF04733.20|Coatomer_E, PF13174.12|TPR_6, PF14559.12|TPR_19	PFAM:PF04733.20, PFAM:PF13174.12, PFAM:PF14559.12
CACVWD010000135.1	2787	3926	+	BMNMOC_01742	41.2	4.8	PF00768.25|Peptidase_S11, PF07943.18|PBP5_C	PFAM:PF00768.25, PFAM:PF07943.18
CACVWD010000136.1	249	1802	-	BMNMOC_01743	55.8	9.4	PF00018.34|SH3_1, PF06347.19|SH3_4, PF08239.17|SH3_3, PF18348.7|SH3_16	PFAM:PF00018.34, PFAM:PF06347.19, PFAM:PF08239.17, PFAM:PF18348.7
CACVWD010000136.1	3691	3927	-	BMNMOC_01747	8.8	11.5		
CACVWD010000137.1	76	462	+	BMNMOC_01748	15.1	4.8		
CACVWD010000137.1	576	1451	+	BMNMOC_01749	33.9	6.1	PF00126.33|HTH_1, PF09339.16|HTH_IclR	PFAM:PF00126.33, PFAM:PF09339.16
CACVWD010000137.1	1505	2224	-	BMNMOC_01750	25.1	8.2		
CACVWD010000137.1	2221	3024	-	BMNMOC_01751	30.0	5.5	PF13350.11|Y_phosphatase3	PFAM:PF13350.11
CACVWD010000137.1	3030	3782	-	BMNMOC_01752	27.7	6.1	PF01368.27|DHH	PFAM:PF01368.27
CACVWD010000138.1	12	326	+	BMNMOC_01753	11.8	5.3		
CACVWD010000138.1	393	2141	+	BMNMOC_01754	63.2	5.8	PF01471.23|PG_binding_1, PF05257.22|CHAP, PF08823.16|PG_binding_2, PF09374.15|PG_binding_3	PFAM:PF01471.23, PFAM:PF05257.22, PFAM:PF08823.16, PFAM:PF09374.15
CACVWD010000138.1	2306	2728	+	BMNMOC_01755	16.0	9.3		
CACVWD010000138.1	3199	3849	-	BMNMOC_01756	24.5	4.3		
CACVWD010000139.1	178	690	+	BMNMOC_01757	19.6	8.5		
CACVWD010000139.1	2201	3751	-	BMNMOC_01761	57.6	4.6		
CACVWD010000140.1	3656	3829	-	BMNMOC_01764	6.3	9.7		
CACVWD010000141.1	183	374	-	BMNMOC_01765	6.8	9.1		
CACVWD010000141.1	2318	3871	+	BMNMOC_01768	57.0	4.6	PF12679.13|ABC2_membrane_2	PFAM:PF12679.13
CACVWD010000142.1	136	258	+	BMNMOC_01769	4.5	5.2		
CACVWD010000142.1	1513	3903	+	BMNMOC_01771	87.3	5.1	PF02687.27|FtsX	PFAM:PF02687.27
CACVWD010000142.1	3956	5080	+	BMNMOC_01772	40.9	4.5	PF11288.14|DUF3089	PFAM:PF11288.14
CACVWD010000142.1	4996	5598	-	BMNMOC_01773	21.7	11.2		
CACVWD010000143.1	18	722	+	BMNMOC_01774	26.1	4.7	PF13374.12|TPR_10, PF13424.12|TPR_12	PFAM:PF13374.12, PFAM:PF13424.12
CACVWD010000143.1	2702	3226	-	BMNMOC_01777	19.5	9.9		
CACVWD010000144.1	1873	2571	-	BMNMOC_01781	25.0	5.0		
CACVWD010000144.1	2584	2733	-	BMNMOC_01782	6.1	9.9		
CACVWD010000144.1	2995	3171	-	BMNMOC_01783	6.6	5.1		
CACVWD010000145.1	7	339	+	BMNMOC_01785	12.2	8.7	PF00037.32|Fer4, PF10589.14|NADH_4Fe-4S, PF12797.12|Fer4_2, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13237.11|Fer4_10	PFAM:PF00037.32, PFAM:PF10589.14, PFAM:PF12797.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13237.11
CACVWD010000146.1	563	1174	+	BMNMOC_01788	23.4	8.3		
CACVWD010000146.1	1306	2721	+	BMNMOC_01789	53.0	10.1		
CACVWD010000146.1	2665	3567	-	BMNMOC_01790	35.4	11.7		
CACVWD010000147.1	108	767	-	BMNMOC_01791	24.9	8.5	PF00027.35|cNMP_binding	PFAM:PF00027.35
CACVWD010000147.1	1610	2185	+	BMNMOC_01793	21.3	5.5	PF02545.19|Maf	PFAM:PF02545.19
CACVWD010000147.1	2191	2481	-	BMNMOC_01794	11.6	9.8		
CACVWD010000147.1	2503	3081	-	BMNMOC_01795	21.7	8.5		
CACVWD010000147.1	3136	3480	-	BMNMOC_01796	12.6	9.0		
CACVWD010000148.1	462	1577	+	BMNMOC_01797	40.6	6.0	PF00842.27|Ala_racemase_C, PF01168.26|Ala_racemase_N	PFAM:PF00842.27, PFAM:PF01168.26
CACVWD010000148.1	1728	3098	+	BMNMOC_01798	49.7	8.9		
CACVWD010000149.1	24	374	+	BMNMOC_01799	12.8	4.4	PF09922.15|LiaF-like_C	PFAM:PF09922.15
CACVWD010000149.1	2290	3486	-	BMNMOC_01801	43.8	5.3	PF00005.33|ABC_tran	PFAM:PF00005.33
CACVWD010000150.1	55	498	+	BMNMOC_01802	16.7	9.6		
CACVWD010000150.1	724	2274	+	BMNMOC_01804	57.5	9.5	PF13687.11|DUF4153	PFAM:PF13687.11
CACVWD010000150.1	2841	3374	-	BMNMOC_01806	19.7	4.8		
CACVWD010000151.1	1377	3434	-	BMNMOC_01809	77.3	5.8		
CACVWD010000152.1	56	361	+	BMNMOC_01810	12.2	10.9		
CACVWD010000152.1	461	1345	+	BMNMOC_01811	33.6	5.3		
CACVWD010000152.1	1350	1835	+	BMNMOC_01812	17.5	5.8	PF09992.14|NAGPA	PFAM:PF09992.14
CACVWD010000152.1	1848	2087	+	BMNMOC_01813	8.9	10.1		
CACVWD010000152.1	2592	3746	+	BMNMOC_01814	43.2	4.4	PF00144.29|Beta-lactamase	PFAM:PF00144.29
CACVWD010000152.1	3832	4458	+	BMNMOC_01815	23.4	11.5		
CACVWD010000153.1	1048	2979	-	BMNMOC_01817	72.0	6.8	PF00550.31|PP-binding	PFAM:PF00550.31
CACVWD010000153.1	3051	3347	-	BMNMOC_01818	11.6	9.4		
CACVWD010000154.1	106	1029	+	BMNMOC_01819	34.2	5.1		
CACVWD010000154.1	1980	2417	+	BMNMOC_01821	16.5	4.7		
CACVWD010000155.1	91	477	+	BMNMOC_01823	15.1	10.9		
CACVWD010000155.1	3015	3323	+	BMNMOC_01826	11.1	4.5		
CACVWD010000157.1	55	342	+	BMNMOC_01830	10.9	9.5		
CACVWD010000157.1	2121	2582	-	BMNMOC_01834	17.3	5.4		
CACVWD010000157.1	2682	3230	+	BMNMOC_01835	20.7	6.7	PF01661.27|Macro	PFAM:PF01661.27
CACVWD010000158.1	15	2036	+	BMNMOC_01836	74.8	5.5	PF06415.18|iPGM_N, PF08244.19|Glyco_hydro_32C	PFAM:PF06415.18, PFAM:PF08244.19
CACVWD010000158.1	2053	2970	-	BMNMOC_01837	33.5	4.7	PF11738.13|DUF3298	PFAM:PF11738.13
CACVWD010000159.1	72	965	-	BMNMOC_01838	32.4	4.8		
CACVWD010000159.1	965	1705	-	BMNMOC_01839	27.9	5.5	PF05175.20|MTS, PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13489.12|Methyltransf_23, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13489.12, PFAM:PF13649.12, PFAM:PF13847.12
CACVWD010000159.1	1706	2638	-	BMNMOC_01840	34.8	7.1	PF02650.20|HTH_WhiA, PF10298.14|WhiA_N, PF14527.11|LAGLIDADG_WhiA	PFAM:PF02650.20, PFAM:PF10298.14, PFAM:PF14527.11
CACVWD010000159.1	2635	3132	-	BMNMOC_01841	19.4	5.6	PF22740.1|PapZ_C	PFAM:PF22740.1
CACVWD010000159.1	3428	4348	-	BMNMOC_01842	33.1	5.6	PF01565.28|FAD_binding_4, PF02873.21|MurB_C	PFAM:PF01565.28, PFAM:PF02873.21
CACVWD010000160.1	240	1349	+	BMNMOC_01843	41.6	6.4	PF02475.23|TRM5-TYW2_MTfase, PF05175.20|MTS, PF08241.18|Methyltransf_11, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31	PFAM:PF02475.23, PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF13649.12, PFAM:PF13847.12
CACVWD010000160.1	1900	2394	+	BMNMOC_01845	18.8	5.2	PF13302.13|Acetyltransf_3, PF13420.13|Acetyltransf_4, PF13508.13|Acetyltransf_7, PF13523.12|Acetyltransf_8	PFAM:PF13302.13, PFAM:PF13420.13, PFAM:PF13508.13, PFAM:PF13523.12
CACVWD010000161.1	1647	3050	+	BMNMOC_01847	51.6	9.7		
CACVWD010000161.1	3031	3366	+	BMNMOC_01848	12.4	4.5		
CACVWD010000161.1	5686	6153	-	BMNMOC_01850	17.3	10.3		
CACVWD010000162.1	241	423	+	BMNMOC_01851	6.4	11.7		
CACVWD010000162.1	761	955	+	BMNMOC_01852	7.3	5.3		
CACVWD010000162.1	992	1384	+	BMNMOC_01853	14.1	5.0		
CACVWD010000162.1	2715	2987	-	BMNMOC_01856	9.8	9.7		
CACVWD010000163.1	444	659	-	BMNMOC_01857	8.3	8.5		
CACVWD010000163.1	774	2288	-	BMNMOC_01858	59.5	8.8	PF03432.20|Relaxase	PFAM:PF03432.20
CACVWD010000163.1	2293	2682	-	BMNMOC_01859	14.8	9.9	PF08681.17|DUF1778	PFAM:PF08681.17
CACVWD010000164.1	69	353	+	BMNMOC_01860	10.5	5.0		
CACVWD010000164.1	373	2181	+	BMNMOC_01861	64.8	6.3	PF00111.32|Fer2, PF01315.27|Ald_Xan_dh_C, PF01799.25|Fer2_2, PF02738.23|MoCoBD_1, PF13085.11|Fer2_3	PFAM:PF00111.32, PFAM:PF01315.27, PFAM:PF01799.25, PFAM:PF02738.23, PFAM:PF13085.11
CACVWD010000165.1	169	999	+	BMNMOC_01862	32.8	11.9		
CACVWD010000166.1	1431	2312	-	BMNMOC_01865	31.0	9.7		
CACVWD010000166.1	2309	2830	-	BMNMOC_01866	19.2	7.7	PF00005.33|ABC_tran	PFAM:PF00005.33
CACVWD010000167.1	135	818	+	BMNMOC_01867	24.2	5.6	PF00753.33|Lactamase_B, PF12706.13|Lactamase_B_2	PFAM:PF00753.33, PFAM:PF12706.13
CACVWD010000168.1	5	550	+	BMNMOC_01869	20.2	5.2	PF00702.32|Hydrolase, PF13242.12|Hydrolase_like	PFAM:PF00702.32, PFAM:PF13242.12
CACVWD010000168.1	547	849	+	BMNMOC_01870	11.2	9.6	PF01035.26|DNA_binding_1	PFAM:PF01035.26
CACVWD010000168.1	1984	2778	+	BMNMOC_01872	29.3	4.9	PF05175.20|MTS, PF08241.18|Methyltransf_11, PF08242.18|Methyltransf_12, PF13649.12|Methyltransf_25, PF13847.12|Methyltransf_31, PF17827.6|PrmC_N	PFAM:PF05175.20, PFAM:PF08241.18, PFAM:PF08242.18, PFAM:PF13649.12, PFAM:PF13847.12, PFAM:PF17827.6
CACVWD010000169.1	51	1022	+	BMNMOC_01873	34.4	8.9	PF00037.32|Fer4, PF01512.22|Complex1_51K, PF10531.15|SLBB, PF12797.12|Fer4_2, PF12800.12|Fer4_4, PF12837.12|Fer4_6, PF12838.12|Fer4_7, PF13183.11|Fer4_8, PF13237.11|Fer4_10, PF13534.11|Fer4_17	PFAM:PF00037.32, PFAM:PF01512.22, PFAM:PF10531.15, PFAM:PF12797.12, PFAM:PF12800.12, PFAM:PF12837.12, PFAM:PF12838.12, PFAM:PF13183.11, PFAM:PF13237.11, PFAM:PF13534.11
CACVWD010000169.1	1019	2575	+	BMNMOC_01874	54.7	5.5	PF04205.19|FMN_bind	PFAM:PF04205.19
CACVWD010000171.1	771	1526	+	BMNMOC_01878	28.3	5.0		
CACVWD010000171.1	1528	2421	+	BMNMOC_01879	32.3	9.5		
CACVWD010000171.1	2414	2674	-	BMNMOC_01880	9.8	5.3		
CACVWD010000172.1	262	567	-	BMNMOC_01881	11.5	6.4		
CACVWD010000172.1	564	2615	-	BMNMOC_01882	75.0	4.4	PF00404.24|Dockerin_1	PFAM:PF00404.24
CACVWD010000172.1	2683	2907	-	BMNMOC_01883	8.7	5.1		
CACVWD010000173.1	425	2284	+	BMNMOC_01884	68.8	5.1		
CACVWD010000173.1	2289	2798	+	BMNMOC_01885	19.5	9.7		
CACVWD010000173.1	3923	4747	+	BMNMOC_01889	30.4	9.4	PF22564.2|HAAS	PFAM:PF22564.2
CACVWD010000174.1	19	534	+	BMNMOC_01890	18.6	9.1		
CACVWD010000174.1	531	1364	+	BMNMOC_01891	31.6	5.6	PF13508.13|Acetyltransf_7, PF13527.13|Acetyltransf_9, PF13673.13|Acetyltransf_10	PFAM:PF13508.13, PFAM:PF13527.13, PFAM:PF13673.13
CACVWD010000174.1	1450	2265	+	BMNMOC_01892	30.5	5.2	PF03065.20|Glyco_hydro_57	PFAM:PF03065.20
CACVWD010000175.1	16	492	+	BMNMOC_01893	17.2	5.5	PF00156.33|Pribosyltran	PFAM:PF00156.33
CACVWD010000175.1	568	1977	-	BMNMOC_01894	52.4	4.6	PF05738.19|Cna_B, PF08341.16|TED, PF17802.7|SpaA	PFAM:PF05738.19, PFAM:PF08341.16, PFAM:PF17802.7
CACVWD010000177.1	44	583	+	BMNMOC_01897	19.0	7.7		
CACVWD010000178.1	2070	2546	-	BMNMOC_01903	17.0	11.2		
CACVWD010000179.1	22	1254	+	BMNMOC_01904	45.6	5.2	PF03989.18|DNA_gyraseA_C	PFAM:PF03989.18
CACVWD010000179.1	1461	2576	-	BMNMOC_01905	42.6	11.8		
CACVWD010000180.1	410	1171	+	BMNMOC_01906	29.7	11.8		
CACVWD010000180.1	1654	2307	+	BMNMOC_01907	23.8	9.1	PF13240.11|Zn_Ribbon_1	PFAM:PF13240.11
CACVWD010000180.1	2456	3043	+	BMNMOC_01908	21.4	9.8		
CACVWD010000180.1	3040	4026	+	BMNMOC_01909	35.5	4.5		
CACVWD010000180.1	4044	5240	+	BMNMOC_01910	44.8	5.7	PF00155.27|Aminotran_1_2	PFAM:PF00155.27
CACVWD010000181.1	94	369	+	BMNMOC_01911	10.7	9.7		
CACVWD010000181.1	363	1070	-	BMNMOC_01912	26.2	5.3	PF04542.20|Sigma70_r2, PF04545.22|Sigma70_r4	PFAM:PF04542.20, PFAM:PF04545.22
CACVWD010000181.1	1498	1845	-	BMNMOC_01914	12.9	8.1	PF01740.26|STAS, PF13466.11|STAS_2	PFAM:PF01740.26, PFAM:PF13466.11
CACVWD010000182.1	1920	2492	-	BMNMOC_01916	21.1	6.6		
CACVWD010000182.1	2464	3861	-	BMNMOC_01917	NA	8.2	PF00415.24|RCC1, PF12911.12|OppC_N, PF13540.12|RCC1_2	PFAM:PF00415.24, PFAM:PF12911.12, PFAM:PF13540.12
CACVWD010000182.1	3874	4716	-	BMNMOC_01918	31.4	8.5		
CACVWD010000183.1	17	1258	+	BMNMOC_01919	45.3	5.4	PF23562.2|AMP-binding_C_3	PFAM:PF23562.2
CACVWD010000183.1	1255	1647	+	BMNMOC_01920	14.6	5.5	PF00550.31|PP-binding	PFAM:PF00550.31
CACVWD010000183.1	1617	2495	+	BMNMOC_01921	32.8	5.9	PF01648.25|ACPS, PF04970.19|LRAT	PFAM:PF01648.25, PFAM:PF04970.19
CACVWD010000183.1	2387	3802	-	BMNMOC_01922	55.0	11.2		
CACVWD010000184.1	148	1332	+	BMNMOC_01923	44.2	4.5		
CACVWD010000184.1	1479	2231	-	BMNMOC_01924	28.7	10.9		
CACVWD010000185.1	576	857	-	BMNMOC_01926	10.9	5.4		
CACVWD010000185.1	868	1581	-	BMNMOC_01927	26.6	5.7		
CACVWD010000185.1	1733	3178	-	BMNMOC_01928	54.1	5.3		
CACVWD010000185.1	3380	4189	+	BMNMOC_01929	30.3	5.7	PF01261.30|AP_endonuc_2	PFAM:PF01261.30
CACVWD010000186.1	100	294	+	BMNMOC_01930	7.6	9.6	PF00486.34|Trans_reg_C	PFAM:PF00486.34
CACVWD010000186.1	295	1674	+	BMNMOC_01931	50.2	5.3	PF00512.31|HisKA, PF00672.30|HAMP, PF02518.31|HATPase_c	PFAM:PF00512.31, PFAM:PF00672.30, PFAM:PF02518.31
CACVWD010000187.1	1372	2211	+	BMNMOC_01934	29.6	9.2	PF00018.34|SH3_1, PF06347.19|SH3_4, PF07653.23|SH3_2, PF08239.17|SH3_3, PF18348.7|SH3_16	PFAM:PF00018.34, PFAM:PF06347.19, PFAM:PF07653.23, PFAM:PF08239.17, PFAM:PF18348.7
CACVWD010000188.1	1252	2157	-	BMNMOC_01936	33.0	4.1		
CACVWD010000189.1	150	923	+	BMNMOC_01937	29.0	5.5		
CACVWD010000189.1	1994	2284	+	BMNMOC_01939	10.8	10.8		
CACVWD010000189.1	2272	2748	+	BMNMOC_01940	17.6	4.8	PF00924.24|MS_channel_2nd	PFAM:PF00924.24
CACVWD010000189.1	2745	3875	+	BMNMOC_01941	41.0	4.2		
CACVWD010000190.1	16	132	+	BMNMOC_01942	4.6	4.2		
CACVWD010000192.1	57	413	+	BMNMOC_01946	13.9	4.7		
CACVWD010000192.1	394	2094	-	BMNMOC_01947	64.8	7.2		
CACVWD010000193.1	25	786	+	BMNMOC_01948	26.8	4.5		
CACVWD010000193.1	767	1516	+	BMNMOC_01949	27.8	9.6		
CACVWD010000193.1	1509	2060	+	BMNMOC_01950	20.6	6.9	PF00005.33|ABC_tran, PF13558.12|SbcC_Walker_B	PFAM:PF00005.33, PFAM:PF13558.12
CACVWD010000194.1	543	2054	-	BMNMOC_01951	56.7	6.2	PF00462.30|Glutaredoxin	PFAM:PF00462.30
CACVWD010000195.1	57	263	+	BMNMOC_01952	7.8	4.5		
CACVWD010000195.1	260	982	+	BMNMOC_01953	25.1	5.9	PF00106.31|adh_short, PF13561.12|adh_short_C2	PFAM:PF00106.31, PFAM:PF13561.12
CACVWD010000195.1	1017	1907	-	BMNMOC_01954	30.3	5.0		
CACVWD010000196.1	16	1629	+	BMNMOC_01955	60.3	5.8	PF08676.16|MutL_C	PFAM:PF08676.16
CACVWD010000197.1	34	294	+	BMNMOC_01956	9.7	5.0		
CACVWD010000197.1	307	783	+	BMNMOC_01957	18.1	5.0	PF00293.34|NUDIX	PFAM:PF00293.34
