,MAG,query,target,identity,aln_len,evalue,bitscore,product,contig,start,end,taxonomy,Protein ID,Organism name,Locus,Gene,Function,PFAM ID,Reference,mid,distance,cluster,cluster_size
319,GCA_902755235.1,EJF39090.1,GCA_902755235.1_NEGBFK_00307,43.0,305,1.05e-70,226.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVMT010000007.1,65824,66774,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp900320365,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,66299.0,910.5,247,3
353,GCA_902755405.1,EJF39099.1,GCA_902755405.1_GNFANA_00528,48.2,245,2.86e-74,232.0,Transketolase 1,CACVMX010000032.1,229,1074,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,651.5,,271,3
354,GCA_902755405.1,EJF39090.1,GCA_902755405.1_GNFANA_00529,42.5,301,1.79e-71,227.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVMX010000032.1,1076,1987,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,1531.5,880.0,271,3
355,GCA_902755405.1,ADE70661.1,GCA_902755405.1_GNFANA_00530,40.1,212,3.93e-43,148.0,putative transaldolase,CACVMX010000032.1,2013,2666,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__RUG626;s__RUG626 sp900320765,ADE70661.1,Bacillus megaterium DSM 1804,sulfo-TAL,sqvA,SF transaldolase,PF00923,https://doi.org/10.1016/j.bbrc.2020.09.124,2339.5,808.0,271,3
606,GCA_902755575.1,PRO65853.1,GCA_902755575.1_DPHOEC_01426,35.2,281,2.64e-49,168.0,Class II fructose-bisphosphate aldolase,CACVNF010000020.1,72826,73671,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp900315585,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,73248.5,,288,2
607,GCA_902755575.1,PRO65851.1,GCA_902755575.1_DPHOEC_01427,25.5,247,6.85e-07,56.2,hypothetical protein,CACVNF010000020.1,73916,75403,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA2862;s__UBA2862 sp900315585,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,74659.5,1411.0,288,2
495,GCA_902755515.1,EJF39099.1,GCA_902755515.1_POBKGE_00842,36.8,258,8.19e-39,147.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVNH010000007.1,92698,94719,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,93708.5,,311,2
496,GCA_902755515.1,EJF39089.1,GCA_902755515.1_POBKGE_00843,31.7,139,1.03e-10,60.5,Ribose-5-phosphate isomerase B,CACVNH010000007.1,94813,95244,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,95028.5,1320.0,311,2
506,GCA_902755515.1,AAK90112.1,GCA_902755515.1_POBKGE_02120,25.7,237,2e-06,52.8,hypothetical protein,CACVNH010000036.1,2743,3543,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,3143.0,,321,2
507,GCA_902755515.1,WP_017967310.1,GCA_902755515.1_POBKGE_02122,26.2,183,2.27e-08,57.4,hypothetical protein,CACVNH010000036.1,4009,4656,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Minthosoma;s__Minthosoma sp900318775,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,4332.5,1189.5,321,2
627,GCA_902755595.1,WP_017967310.1,GCA_902755595.1_IMGJBK_00086,30.2,129,2.73e-08,57.4,3-oxoacyl-[acyl-carrier-protein] reductase FabG,CACVNJ010000001.1,96127,96825,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,96476.0,,322,4
628,GCA_902755595.1,WP_017967310.1,GCA_902755595.1_IMGJBK_00090,27.1,170,4.59e-09,58.9,hypothetical protein,CACVNJ010000001.1,99675,100244,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,99959.5,3483.5,322,4
629,GCA_902755595.1,WP_017967310.1,GCA_902755595.1_IMGJBK_00091,29.3,181,2.71e-07,54.7,hypothetical protein,CACVNJ010000001.1,100273,101025,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,100649.0,689.5,322,4
630,GCA_902755595.1,WP_017967310.1,GCA_902755595.1_IMGJBK_00098,28.9,249,8.02e-10,62.0,hypothetical protein,CACVNJ010000001.1,104581,105336,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,104958.5,4309.5,322,4
641,GCA_902755595.1,A0A3A6NE59.1,GCA_902755595.1_IMGJBK_01110,34.1,393,2.92e-53,186.0,Succinate--CoA ligase [ADP-forming] subunit beta,CACVNJ010000014.1,18565,19758,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,A0A3A6NE59.1,Acholeplasma sp.,sulfo-TK,sqwK,ADP-forming sulfoacetate- CoA ligase subunit SqwK,PF00549,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,19161.5,,333,2
642,GCA_902755595.1,A0A3A6N9V6.1,GCA_902755595.1_IMGJBK_01111,41.4,297,5.51e-82,253.0,Succinate--CoA ligase [ADP-forming] subunit alpha,CACVNJ010000014.1,19772,20677,d__Bacteria;p__Bacillota;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas_C;s__Selenomonas_C bovis,A0A3A6N9V6.1,Acholeplasma sp.,sulfo-TK,sqwL,ADP-forming sulfoacetate-CoA ligase subunit SqwL,PF00549,https://pmc.ncbi.nlm.nih.gov/articles/pmid/37404184/ ,20224.5,1063.0,333,2
570,GCA_902755555.1,EJF39090.1,GCA_902755555.1_DHPOLI_00774,44.6,305,9.25e-78,244.0,Transketolase%2C C-terminal subunit,CACVNL010000006.1,53267,54220,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp900314725,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,53743.5,,344,2
571,GCA_902755555.1,EJF39099.1,GCA_902755555.1_DHPOLI_00776,40.1,269,1.49e-57,189.0,Transketolase 2,CACVNL010000006.1,55640,56485,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__P3;g__Phil12;s__Phil12 sp900314725,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,56062.5,2319.0,344,2
432,GCA_902755475.1,EJF39103.1,GCA_902755475.1_FNFIOH_01671,27.2,302,4.34e-20,95.1,NADH-dependent butanol dehydrogenase A,CACVNM010000015.1,15276,16454,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900316835,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,15865.0,,358,2
433,GCA_902755475.1,AAK90112.1,GCA_902755475.1_FNFIOH_01673,26.2,267,6.8e-14,74.7,NADP-dependent oxidoreductase domain-containing protein,CACVNM010000015.1,17000,17845,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900316835,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,17422.5,1557.5,358,2
512,GCA_902755525.1,EJF39090.1,GCA_902755525.1_IPMLHF_00107,45.6,307,9.57e-80,249.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVNN010000001.1,101308,102255,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,101781.5,10120.0,365,2
513,GCA_902755525.1,EJF39099.1,GCA_902755525.1_IPMLHF_00108,46.9,243,1.16e-70,223.0,Transketolase 1,CACVNN010000001.1,102261,103103,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,102682.0,900.5,365,2
515,GCA_902755525.1,AAK90112.1,GCA_902755525.1_IPMLHF_00448,25.2,313,7.97e-09,60.5,Aldo/keto reductase,CACVNN010000002.1,97253,98290,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,97771.5,,367,2
516,GCA_902755525.1,EJF39103.1,GCA_902755525.1_IPMLHF_00453,23.9,356,5.77e-18,89.0,Long-chain-alcohol dehydrogenase 2,CACVNN010000002.1,101506,102684,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,102095.0,4323.5,367,2
523,GCA_902755525.1,EJF39103.1,GCA_902755525.1_IPMLHF_01177,24.6,390,2.22e-22,101.0,Alcohol dehydrogenase iron-type/glycerol dehydrogenase GldA domain-containing protein,CACVNN010000013.1,36282,37457,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,36869.5,,374,2
524,GCA_902755525.1,AAK90112.1,GCA_902755525.1_IPMLHF_01181,24.7,296,1.73e-09,62.0,Oxidoreductase%2C aldo/keto reductase family protein,CACVNN010000013.1,41183,42034,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,41608.5,4739.0,374,2
525,GCA_902755525.1,AAK90112.1,GCA_902755525.1_IPMLHF_01243,25.3,289,4.31e-13,72.4,Glyoxal reductase,CACVNN010000015.1,17894,18733,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,18313.5,,375,2
526,GCA_902755525.1,AAK90112.1,GCA_902755525.1_IPMLHF_01247,28.7,174,2.57e-05,50.1,hypothetical protein,CACVNN010000015.1,20697,22061,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,21379.0,3065.5,375,2
534,GCA_902755525.1,WP_017967310.1,GCA_902755525.1_IPMLHF_01643,26.9,227,3.31e-11,65.9,Putative oxidoreductase,CACVNN010000025.1,33440,34177,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,WP_017967310.1,Rhizobium leguminosarum bv. trifolii SRDI565,sulfo-ED,sedA,SQ dehydrogenase,PF13561,https://pmc.ncbi.nlm.nih.gov/articles/pmid/32444469/ ,33808.5,9048.5,383,2
535,GCA_902755525.1,AAK90112.1,GCA_902755525.1_IPMLHF_01644,25.7,303,2.93e-11,67.4,Oxidoreductase%2C aldo/keto reductase family,CACVNN010000025.1,34137,35051,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola sp900319075,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,34594.0,785.5,383,2
388,GCA_902755455.1,PRO65853.1,GCA_902755455.1_HAJFOH_00002,33.2,322,1.03e-45,160.0,Class II fructose-1%2C6-bisphosphate aldolase,CACVNO010000001.1,2203,3171,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,PRO65853.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiA,SFP class II aldolase,PF01116,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2687.0,,387,2
389,GCA_902755455.1,PRO65852.1,GCA_902755455.1_HAJFOH_00003,30.9,363,7.299999999999999e-52,182.0,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase,CACVNO010000001.1,3309,4550,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,PRO65852.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqiK,SF kinase,PF00365,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3929.5,1242.5,387,2
394,GCA_902755455.1,AYG21326.1,GCA_902755455.1_HAJFOH_00507,39.6,556,1.12e-125,391.0,hypothetical protein,CACVNO010000004.1,37689,39665,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,AYG21326.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihQ,SQase,"PF13802, PF01055, PF21365",https://www.nature.com/articles/nature12947 ,38677.0,,392,6
395,GCA_902755455.1,PRO65851.1,GCA_902755455.1_HAJFOH_00508,36.0,445,1.51e-86,275.0,Sulfoquinovose isomerase,CACVNO010000004.1,39963,41303,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,40633.0,1956.0,392,6
396,GCA_902755455.1,EJF39099.1,GCA_902755455.1_HAJFOH_00509,57.1,268,3.47e-99,295.0,Transketolase,CACVNO010000004.1,41453,42280,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,41866.5,1233.5,392,6
397,GCA_902755455.1,EJF39090.1,GCA_902755455.1_HAJFOH_00510,51.5,299,8.999999999999999e-97,292.0,6-deoxy-6-sulfo-D-fructose transketolase subunit SqwH,CACVNO010000004.1,42284,43207,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,42745.5,879.0,392,6
398,GCA_902755455.1,EJF39089.1,GCA_902755455.1_HAJFOH_00511,49.4,158,2.69e-49,159.0,hypothetical protein,CACVNO010000004.1,43582,44058,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39089.1,Clostridium sp. MSTE9,sulfo-TK,sqwI,SE isomerase,PF02502,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,43820.0,1074.5,392,6
399,GCA_902755455.1,EJF39103.1,GCA_902755455.1_HAJFOH_00512,35.5,338,9.02e-62,206.0,hypothetical protein,CACVNO010000004.1,44048,45148,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39103.1,Clostridium sp. MSTE9,sulfo-TK,sqwF,SA reductase,PF00465,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,44598.0,778.0,392,6
401,GCA_902755455.1,EJF39099.1,GCA_902755455.1_HAJFOH_00752,45.1,266,5.49e-80,246.0,Transketolase N-terminal domain-containing protein,CACVNO010000008.1,2068,2886,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,2477.0,,394,2
402,GCA_902755455.1,EJF39090.1,GCA_902755455.1_HAJFOH_00753,42.5,306,1.3400000000000001e-73,233.0,Transketolase%2C pyridine binding domain protein,CACVNO010000008.1,2883,3824,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,3353.5,876.5,394,2
407,GCA_902755455.1,EJF39090.1,GCA_902755455.1_HAJFOH_01116,50.3,294,7.82e-86,265.0,Transketolase-like pyrimidine-binding domain-containing protein,CACVNO010000015.1,7062,8030,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,7546.0,,399,2
408,GCA_902755455.1,EJF39099.1,GCA_902755455.1_HAJFOH_01117,47.9,259,2.21e-86,263.0,Transketolase,CACVNO010000015.1,8027,8869,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,8448.0,902.0,399,2
412,GCA_902755455.1,EJF39099.1,GCA_902755455.1_HAJFOH_01482,46.1,267,3.16e-78,242.0,Transketolase 2,CACVNO010000024.1,37891,38730,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,38310.5,,403,3
413,GCA_902755455.1,EJF39090.1,GCA_902755455.1_HAJFOH_01483,40.3,295,2.99e-66,214.0,Pyruvate dehydrogenase E1 component subunit beta,CACVNO010000024.1,38744,39682,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,39213.0,902.5,403,3
414,GCA_902755455.1,MCD5344479.1,GCA_902755455.1_HAJFOH_01484,26.4,140,8.35e-06,52.0,hypothetical protein,CACVNO010000024.1,39700,40731,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Limivicinus;s__Limivicinus sp900319635,MCD5344479.1,Arthrobacter sp. AK04,sulfo-EMP,sqgA,SQase,PF01408,https://pmc.ncbi.nlm.nih.gov/articles/PMC10755693/ ,40215.5,1002.5,403,3
582,GCA_902755565.1,EJF39090.1,GCA_902755565.1_NAIFJI_00781,46.3,298,3.72e-79,247.0,1-deoxy-D-xylulose-5-phosphate synthase,CACVNT010000005.1,46976,47920,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_E,EJF39090.1,Clostridium sp. MSTE9,sulfo-TK,sqwH,SF transketolase,"PF02779, PF02780",https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,47448.0,,414,2
583,GCA_902755565.1,EJF39099.1,GCA_902755565.1_NAIFJI_00782,47.0,264,1.34e-74,233.0,Transketolase 1,CACVNT010000005.1,47926,48765,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_E,EJF39099.1,Clostridium sp. MSTE9,sulfo-TK,sqwG,SF transketolase,PF00456,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,48345.5,897.5,414,2
378,GCA_902755445.1,AAK90112.1,GCA_902755445.1_NIOIJA_02284,24.0,313,3.81e-09,61.2,Aldo/keto reductase,CACVNU010000031.1,25542,26483,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900319525,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,26012.5,,438,2
379,GCA_902755445.1,AAK90112.1,GCA_902755445.1_NIOIJA_02287,22.2,306,1.51e-07,56.6,Aldo/keto reductase,CACVNU010000031.1,28266,29303,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp900319525,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,28784.5,2772.0,438,2
452,GCA_902755505.1,AAK90112.1,GCA_902755505.1_FCKGBA_00805,24.3,255,2.37e-09,61.6,Glyoxal reductase,CACVNV010000015.1,9862,10719,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755,AAK90112.1,Agrobacterium fabrum str. C58,sulfo- ASMO,squF,glucose-6-dehydrogenase,PF00248,https://doi.org/10.1073/pnas.2116022119,10290.5,,445,7
453,GCA_902755505.1,PRO65854.1,GCA_902755505.1_FCKGBA_00808,30.5,476,5.42e-62,213.0,Aldehyde dehydrogenase family protein,CACVNV010000015.1,13527,14957,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755,PRO65854.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,slaB,SLA dehydrogenase,PF02826,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,14242.0,3951.5,445,7
454,GCA_902755505.1,AYG21321.1,GCA_902755505.1_FCKGBA_00809,32.4,296,6.74e-23,100.0,hypothetical protein,CACVNV010000015.1,14970,15950,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755,AYG21321.1,Escherichia coli str. K-12 substr. MG1655,sulfo-EMP,yihV,SF kinase,PF00294,https://www.nature.com/articles/nature12947 ,15460.0,1218.0,445,7
455,GCA_902755505.1,PRO65851.1,GCA_902755505.1_FCKGBA_00810,25.7,381,9.2e-23,104.0,L-fucose isomerase C-terminal domain-containing protein,CACVNV010000015.1,15961,17358,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Faecalimonas;s__Faecalimonas sp900316755,PRO65851.1,Alkalicoccus urumqiensis BZ-SZ-XJ18,sulfo-EMP,sqvD,SQ isomerase,PF02952,https://zhaogroup.chbe.illinois.edu/publications/HZ372.pdf,16659.5,1199.5,445,7
